"path_index","lambda_gamma","lambda_Omega","pn_final_loss","pn_converged","pn_elapsed_sec","pn_cum_elapsed_sec","pg_final_loss","pg_converged","pg_elapsed_sec","pg_cum_elapsed_sec","case","tol_outer","tol_inner_base","tol_inner_floor","max_iter_outer"
1,4.28601756969282,8.86040963730461,138.086023084597,TRUE,0.173034191131592,0.173034191131592,138.086023084596,TRUE,0.0855960845947266,0.0855960845947266,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,1.05168203547115,2.17412399528183,115.188498848201,TRUE,3.67444801330566,17.9964272975922,115.250316200254,FALSE,4.97234892845154,10.2897930145264,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,0.899679542499283,1.85989188313518,110.6278773436,TRUE,4.79956912994385,22.795996427536,110.645253305199,FALSE,5.00922393798828,15.2990169525146,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,0.769646387302891,1.5910766011778,106.034855441299,TRUE,4.88160586357117,27.6776022911072,106.048672476127,FALSE,4.9179949760437,20.2170119285583,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,0.658407281155739,1.3611139302077,101.46841088142,TRUE,18.5203688144684,46.1979711055756,101.474856668141,FALSE,4.95555400848389,25.1725659370422,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,0.563245868531947,1.16438839565236,96.9715585975131,TRUE,0.713458061218262,46.9114291667938,96.9822608479857,FALSE,4.9802029132843,30.1527688503265,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,0.481838396230109,0.996096142901866,92.578664048768,TRUE,0.863646030426025,47.7750751972198,92.5869844913112,FALSE,4.87788605690002,35.0306549072266,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,0.412196969481073,0.85212763164655,88.3200035455431,TRUE,0.84676194190979,48.6218371391296,88.3234160706857,FALSE,4.9616379737854,39.992292881012,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,0.352621009406314,0.728967284724337,84.211461383055,TRUE,0.881108999252319,49.502946138382,84.2250162218947,FALSE,4.88355684280396,44.8758497238159,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,0.301655726463164,0.623607640995718,80.2622253906302,TRUE,0.786434888839722,50.2893810272217,80.2680226594712,FALSE,5.08642101287842,49.9622707366943,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,0.258056595837054,0.533475915939497,76.4798090041904,TRUE,0.864836931228638,51.1542179584503,76.4842703311038,FALSE,4.99452900886536,54.9567997455597,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,3.66654767904032,7.57979029781112,138.086023084597,FALSE,2.76802515983582,2.94105935096741,138.031323371779,TRUE,0.0500390529632568,0.135635137557983,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,0.220758967302882,0.456371176647336,72.8693831676861,TRUE,5.02596998214722,56.1801879405975,72.8714710068875,FALSE,4.97298002243042,59.9297797679901,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,0.188852067456581,0.390410597088876,69.4336826078599,TRUE,4.92052412033081,61.1007120609283,69.4351657879212,FALSE,5.01968908309937,64.9494688510895,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,0.161556759475561,0.333983481251,66.1772508819439,TRUE,5.07757186889648,66.1782839298248,66.1801670739096,FALSE,4.90689992904663,69.8563687801361,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,0.138206517322057,0.285711931439055,63.0970389044278,TRUE,5.04587197303772,71.2241559028625,63.1093630561887,FALSE,4.90520191192627,74.7615706920624,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,0.118231149797118,0.244417201296511,60.1890305046189,TRUE,4.72993588447571,75.9540917873383,60.1956942434347,FALSE,4.93281888961792,79.6943895816803,"case_norm_mode",1e-04,1e-05,1e-08,10000
25,0.101142877001776,0.209090911915109,57.4365048122976,TRUE,0.3696129322052,76.3237047195435,57.4414092884716,FALSE,5.00617504119873,84.700564622879,"case_norm_mode",1e-04,1e-05,1e-08,10000
26,0.0865244192055192,0.178870428159656,54.8333129166382,TRUE,1.15694499015808,77.4806497097015,54.835446867668,FALSE,4.91701793670654,89.6175825595856,"case_norm_mode",1e-04,1e-05,1e-08,10000
27,0.0740188072633227,0.153017793920229,52.3770132224241,TRUE,0.917262077331543,78.3979117870331,52.3815319035606,FALSE,4.90028405189514,94.5178666114807,"case_norm_mode",1e-04,1e-05,1e-08,10000
