"path_index","lambda_gamma","lambda_Omega","pn_final_loss","pn_converged","pn_elapsed_sec","pn_cum_elapsed_sec","pg_final_loss","pg_converged","pg_elapsed_sec","pg_cum_elapsed_sec","case","tol_outer","tol_inner_base","tol_inner_floor","max_iter_outer"
28,0.0633206657610876,0.130901711910223,50.0636405639265,TRUE,1.06066799163818,79.4585797786713,50.0668435694227,FALSE,4.96765804290771,99.4855246543884,"case_norm_mode",1e-04,1e-05,1e-08,10000
29,0.054168756032011,0.111982127973692,47.8917794163667,TRUE,0.897755861282349,80.3563356399536,47.8938763489801,FALSE,4.97859001159668,104.464114665985,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,3.13661147302283,6.4842623886032,137.641763348267,FALSE,3.50926303863525,6.45032238960266,137.537996433983,TRUE,0.0578539371490479,0.193489074707031,"case_norm_mode",1e-04,1e-05,1e-08,10000
30,0.0463395969512803,0.0957970434650741,45.857420764191,TRUE,5.58114099502563,85.9374766349792,45.8594568589384,FALSE,4.89885807037354,109.362972736359,"case_norm_mode",1e-04,1e-05,1e-08,10000
31,0.03964200773483,0.0819512336719061,43.9601958584585,TRUE,0.421543121337891,86.3590197563171,43.9622421329519,FALSE,4.94311594963074,114.306088685989,"case_norm_mode",1e-04,1e-05,1e-08,10000
32,0.0339124394823833,0.0701065967948781,42.1978760854547,TRUE,1.14143085479736,87.5004506111145,42.1993663389977,FALSE,4.98117899894714,119.287267684937,"case_norm_mode",1e-04,1e-05,1e-08,10000
33,0.0290109814653977,0.059973897816312,40.5672857709489,TRUE,1.13536500930786,88.6358156204224,40.568733177701,FALSE,5.06257081031799,124.349838495255,"case_norm_mode",1e-04,1e-05,1e-08,10000
34,0.0248179446371843,0.0513057056500027,39.0657867365047,TRUE,1.35421705245972,89.9900326728821,39.0671655742707,FALSE,4.86644601821899,129.216284513474,"case_norm_mode",1e-04,1e-05,1e-08,10000
35,0.021230938937691,0.0438903511041895,37.6916726752238,TRUE,1.13280296325684,91.1228356361389,37.6929791003888,FALSE,4.8568160533905,134.073100566864,"case_norm_mode",1e-04,1e-05,1e-08,10000
36,0.0181623730234537,0.0375467581167345,36.4410378202031,TRUE,0.652933835983276,91.7757694721222,36.4423361049176,FALSE,4.92396211624146,138.997062683105,"case_norm_mode",1e-04,1e-05,1e-08,10000
37,0.0155373153684439,0.0321200220460756,35.3088757480524,TRUE,0.53455114364624,92.3103206157684,35.3098810153908,TRUE,4.60454392433167,143.601606607437,"case_norm_mode",1e-04,1e-05,1e-08,10000
38,0.0132916645058849,0.0274776270439327,34.2888648408278,TRUE,0.586838006973267,92.8971586227417,34.2900144467284,FALSE,4.88386011123657,148.485466718674,"case_norm_mode",1e-04,1e-05,1e-08,10000
39,0.0113705837300447,0.0235062101415248,33.3736597538305,TRUE,0.549844026565552,93.4470026493073,33.37483544829,FALSE,4.91951513290405,153.404981851578,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,2.68326840230086,5.54707413691853,136.310727501692,TRUE,0.718188047409058,7.16851043701172,136.310726991597,TRUE,0.081977128982544,0.275466203689575,"case_norm_mode",1e-04,1e-05,1e-08,10000
40,0.00972716203487634,0.0201087930312938,32.5553180459093,TRUE,0.649071931838989,94.0960745811462,32.5565420283713,FALSE,4.82292604446411,158.227907896042,"case_norm_mode",1e-04,1e-05,1e-08,10000
41,0.00832126859087539,0.0172024139468184,31.8250971571768,TRUE,0.835099935531616,94.9311745166779,31.8263576229687,FALSE,4.9155158996582,163.1434237957,"case_norm_mode",1e-04,1e-05,1e-08,10000
42,0.0071185727875427,0.0147161018136279,31.1741225920028,TRUE,1.65943694114685,96.5906114578247,31.1753217558495,FALSE,4.91312599182129,168.056549787521,"case_norm_mode",1e-04,1e-05,1e-08,10000
43,0.00608970591180167,0.0125891432015631,30.5939357313799,TRUE,1.21933603286743,97.8099474906921,30.5971303882625,TRUE,2.67967200279236,170.736221790314,"case_norm_mode",1e-04,1e-05,1e-08,10000
44,0.00520954399133618,0.0107695997592715,30.0769556080174,TRUE,1.53107500076294,99.3410224914551,30.0854698445736,TRUE,1.33889508247375,172.075116872787,"case_norm_mode",1e-04,1e-05,1e-08,10000
45,0.00445659429055048,0.00921303992796748,29.6156574075324,TRUE,0.665835857391357,100.006858348846,29.6296526197727,TRUE,1.2539210319519,173.329037904739,"case_norm_mode",1e-04,1e-05,1e-08,10000
46,0.0038124704779531,0.00788145396408534,29.2041206466567,TRUE,0.590657949447632,100.597516298294,29.2198941856514,TRUE,1.59167385101318,174.920711755753,"case_norm_mode",1e-04,1e-05,1e-08,10000
47,0.00326144364904004,0.00674232577668861,28.8370229965828,TRUE,0.628202199935913,101.22571849823,28.8550869789477,TRUE,1.46911597251892,176.389827728271,"case_norm_mode",1e-04,1e-05,1e-08,10000
48,0.00279005824107379,0.00576783891476746,28.5098403234924,TRUE,0.475558996200562,101.701277494431,28.529676134259,TRUE,1.54533576965332,177.935163497925,"case_norm_mode",1e-04,1e-05,1e-08,10000
49,0.00238680346075426,0.00493419731537282,28.2187925646064,TRUE,0.740695953369141,102.4419734478,28.2402145017269,TRUE,1.45303177833557,179.38819527626,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,2.29544825067144,4.74534027718437,134.237597357416,TRUE,3.16771793365479,10.3362283706665,134.237795685596,TRUE,0.0532159805297852,0.32868218421936,"case_norm_mode",1e-04,1e-05,1e-08,10000
50,0.00204183220135076,0.00422104422588818,27.9604259999616,TRUE,0.778732061386108,103.220705509186,27.9831298789745,TRUE,1.43520212173462,180.823397397995,"case_norm_mode",1e-04,1e-05,1e-08,10000
51,0.0017467205855129,0.00361096511106137,27.73171341829,TRUE,0.517083168029785,103.737788677216,27.7551305868652,TRUE,1.38003706932068,182.203434467316,"case_norm_mode",1e-04,1e-05,1e-08,10000
52,0.00149426226201944,0.00308906240624825,27.5298961628542,TRUE,0.508233070373535,104.246021747589,27.5536105954395,TRUE,1.31776690483093,183.521201372147,"case_norm_mode",1e-04,1e-05,1e-08,10000
53,0.00127829243338299,0.00264259173273804,27.3522600605129,TRUE,0.68295407295227,104.928975820541,27.3725774896449,TRUE,1.7785530090332,185.29975438118,"case_norm_mode",1e-04,1e-05,1e-08,10000
54,0.00109353731722829,0.0022606506918767,27.1962610321658,TRUE,0.503109931945801,105.432085752487,27.2206296333687,TRUE,0.750261068344116,186.050015449524,"case_norm_mode",1e-04,1e-05,1e-08,10000
55,0.000935485365430906,0.00193391263863052,27.0595519479728,TRUE,0.580348014831543,106.012433767319,27.087847126458,TRUE,0.683107137680054,186.733122587204,"case_norm_mode",1e-04,1e-05,1e-08,10000
56,0.000800277096307539,0.00165439893358759,26.9400199198312,TRUE,0.65247392654419,106.664907693863,26.971591838581,TRUE,0.616541862487793,187.349664449692,"case_norm_mode",1e-04,1e-05,1e-08,10000
57,0.000684610849662435,0.00141528411200309,26.8357285867115,TRUE,0.40369176864624,107.068599462509,26.8703183006388,TRUE,0.524265050888062,187.87392950058,"case_norm_mode",1e-04,1e-05,1e-08,10000
58,0.000585662163315752,0.00121072921229753,26.7449191551688,TRUE,0.653578042984009,107.722177505493,26.7821895819189,TRUE,0.496531963348389,188.370461463928,"case_norm_mode",1e-04,1e-05,1e-08,10000
59,0.000501014802363725,0.00103573919404487,26.6660015695093,TRUE,0.669924974441528,108.392102479935,26.710547960612,TRUE,0.0490429401397705,188.419504404068,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,1.96368081068312,4.05948321411427,131.372352704413,TRUE,0.0830249786376953,10.4192533493042,131.372352578972,TRUE,0.0535030364990234,0.382185220718384,"case_norm_mode",1e-04,1e-05,1e-08,10000
60,0.000428601756969282,0.00088604096373046,26.597549730449,TRUE,0.750748872756958,109.142851352692,26.6482891433729,TRUE,0.055433988571167,188.474938392639,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,1.67986462997683,3.47275495603733,127.863931655606,TRUE,0.0828790664672852,10.5021324157715,127.86393153435,TRUE,0.0524377822875977,0.434623003005981,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,1.4370691813531,2.97082814451621,123.902914410745,TRUE,1.87554383277893,12.3776762485504,123.902914247827,TRUE,0.0511090755462646,0.485732078552246,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,1.22936562574292,2.54144619357784,119.641518110535,TRUE,1.94430303573608,14.3219792842865,119.642000322971,FALSE,4.83171200752258,5.31744408607483,"case_norm_mode",1e-04,1e-05,1e-08,10000
