"omega_stop_mode","sub_stop_mode","omega_stop_metric","inner_iter","path_index","lambda_gamma","lambda_Omega","solver_tol","case"
"duality_gap","residual_plus_proxy",0,22.5376712328768,48,0.00279005824107379,0.00576783891476746,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,64.0557341907832,49,0.00238680346075426,0.00493419731537282,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,14.7218225419664,50,0.00204183220135076,0.00422104422588818,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,21.2147335423198,51,0.0017467205855129,0.00361096511106137,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,18.7114197530864,52,0.00149426226201944,0.00308906240624825,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,18.5428907168037,53,0.00127829243338299,0.00264259173273804,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,18.3513513513514,54,0.00109353731722829,0.0022606506918767,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,15.5502248875563,55,0.000935485365430906,0.00193391263863052,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,15.0495552731893,56,0.000800277096307539,0.00165439893358759,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,19.5641025641026,57,0.000684610849662435,0.00141528411200309,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,16.8213820078227,58,0.000585662163315752,0.00121072921229753,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,18.8523409363746,59,0.000501014802363725,0.00103573919404487,1e-04,"case_norm_mode"
"duality_gap","residual_plus_proxy",0,16.8837719298246,60,0.000428601756969282,0.00088604096373046,1e-04,"case_norm_mode"
