"outer_iter","sub_attempt","admm_tol","line_search_halvings","line_search_success","inner_iters","inner_converged","path_index","lambda_gamma","lambda_Omega","solver_tol","case"
2,1,1e-08,0,TRUE,272,TRUE,44,0.00520954399133618,0.0107695997592715,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,145,TRUE,44,0.00520954399133618,0.0107695997592715,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,693,TRUE,45,0.00445659429055048,0.00921303992796748,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,485,TRUE,45,0.00445659429055048,0.00921303992796748,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,169,TRUE,45,0.00445659429055048,0.00921303992796748,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,531,TRUE,46,0.0038124704779531,0.00788145396408534,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,305,TRUE,46,0.0038124704779531,0.00788145396408534,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,180,TRUE,46,0.0038124704779531,0.00788145396408534,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,557,TRUE,47,0.00326144364904004,0.00674232577668861,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,319,TRUE,47,0.00326144364904004,0.00674232577668861,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,132,TRUE,47,0.00326144364904004,0.00674232577668861,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,567,TRUE,48,0.00279005824107379,0.00576783891476746,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,341,TRUE,48,0.00279005824107379,0.00576783891476746,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,111,TRUE,48,0.00279005824107379,0.00576783891476746,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,319,TRUE,49,0.00238680346075426,0.00493419731537282,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,495,TRUE,49,0.00238680346075426,0.00493419731537282,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,128,TRUE,49,0.00238680346075426,0.00493419731537282,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,324,TRUE,50,0.00204183220135076,0.00422104422588818,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,243,TRUE,50,0.00204183220135076,0.00422104422588818,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,108,TRUE,50,0.00204183220135076,0.00422104422588818,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,341,TRUE,51,0.0017467205855129,0.00361096511106137,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,273,TRUE,51,0.0017467205855129,0.00361096511106137,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,106,TRUE,51,0.0017467205855129,0.00361096511106137,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,455,TRUE,52,0.00149426226201944,0.00308906240624825,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,400,TRUE,52,0.00149426226201944,0.00308906240624825,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,66,TRUE,52,0.00149426226201944,0.00308906240624825,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,374,TRUE,53,0.00127829243338299,0.00264259173273804,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,438,TRUE,53,0.00127829243338299,0.00264259173273804,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,59,TRUE,53,0.00127829243338299,0.00264259173273804,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,383,TRUE,54,0.00109353731722829,0.0022606506918767,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,219,TRUE,54,0.00109353731722829,0.0022606506918767,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,75,TRUE,54,0.00109353731722829,0.0022606506918767,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,416,TRUE,55,0.000935485365430906,0.00193391263863052,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,194,TRUE,55,0.000935485365430906,0.00193391263863052,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,82,TRUE,55,0.000935485365430906,0.00193391263863052,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,423,TRUE,56,0.000800277096307539,0.00165439893358759,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,262,TRUE,56,0.000800277096307539,0.00165439893358759,1e-07,"case_relative_change"
3,1,1e-08,0,TRUE,88,TRUE,56,0.000800277096307539,0.00165439893358759,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,432,TRUE,57,0.000684610849662435,0.00141528411200309,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,250,TRUE,57,0.000684610849662435,0.00141528411200309,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,444,TRUE,58,0.000585662163315752,0.00121072921229753,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,232,TRUE,58,0.000585662163315752,0.00121072921229753,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,437,TRUE,59,0.000501014802363725,0.00103573919404487,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,195,TRUE,59,0.000501014802363725,0.00103573919404487,1e-07,"case_relative_change"
1,1,1e-08,0,TRUE,415,TRUE,60,0.000428601756969282,0.00088604096373046,1e-07,"case_relative_change"
2,1,1e-08,0,TRUE,416,TRUE,60,0.000428601756969282,0.00088604096373046,1e-07,"case_relative_change"
