"inner_iter","inner_training_loss","r_norm","s_norm","residual_sum","eps_pri","eps_dual","primal_dual_gap","progress_proxy","admm_tol_target","rho","sub_stop_mode","omega_stop_mode","omega_stop_metric","outer_iter","sub_attempt","direction_norm_fro","path_index","lambda_gamma","lambda_Omega","solver_tol","case"
4,131.544726262881,0.219450443869144,0.0246124398291018,0.244062883698246,7.10633520177595e-07,7.10633520177595e-07,308809.586992605,0.00015540215503226,1e-08,2,"residual_plus_proxy","duality_gap",0,2,1,0.189191723046102,6,1.96368081068312,4.05948321411427,1e-07,"case_norm_mode"
5,131.527650300356,0.205995880549508,0.0201943798284251,0.226190260377933,7.10633520177595e-07,7.10633520177595e-07,289876.391558376,0.000129811076501023,1e-08,2,"residual_plus_proxy","duality_gap",0,2,1,0.189191723046102,6,1.96368081068312,4.05948321411427,1e-07,"case_norm_mode"
1,333418891.129347,5.70367208420654,17.469145185771,23.1728172699776,7.10633520177595e-07,7.10633520177595e-07,24582495.322491,NA,1e-08,4,"residual_plus_proxy","duality_gap",0.391700099306884,1,1,0.293677634618944,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
2,173.234173625768,0.979854140863384,9.81259089004886,10.7924450309122,7.10633520177595e-07,7.10633520177595e-07,13808229.7153624,0.999999480430839,1e-08,4,"residual_plus_proxy","duality_gap",0.399705958805294,1,1,0.293677634618944,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
3,140.883559050041,2.52721368690088,5.95300089947239,8.48021458637328,7.10633520177595e-07,7.10633520177595e-07,8377033.63329199,0.186744993199854,1e-08,2,"residual_plus_proxy","duality_gap",0,1,1,0.293677634618944,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
4,136.074071119499,1.18439290666257,0.82637388272957,2.01076678939214,7.10633520177595e-07,7.10633520177595e-07,1666671.88224751,0.03413803543133,1e-08,2,"residual_plus_proxy","duality_gap",0,1,1,0.293677634618944,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
5,130.407088701366,0.613751330362312,1.41544362365222,2.02919495401453,7.10633520177595e-07,7.10633520177595e-07,1991805.3166117,0.04164630610013,1e-08,2,"residual_plus_proxy","duality_gap",0,1,1,0.293677634618944,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
1,128.793349941628,0.375697564996622,0.739554968498122,1.11525253349474,7.10633520177595e-08,7.10633520177595e-08,10406981.2005673,NA,1e-09,2,"residual_plus_proxy","duality_gap",0,1,2,0.432692465730483,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
2,128.269010233856,0.255061267692909,0.382211226203506,0.637272493896415,7.10633520177595e-08,7.10633520177595e-08,5378457.60650282,0.00407117066222176,1e-09,2,"residual_plus_proxy","duality_gap",0,1,2,0.432692465730483,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
3,128.089748731196,0.2055809736152,0.210937702744386,0.416518676359586,7.10633520177595e-08,7.10633520177595e-08,2968304.99483996,0.00139754335309773,1e-09,2,"residual_plus_proxy","duality_gap",0,1,2,0.432692465730483,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
4,128.050177697494,0.186816562720045,0.0639068687010145,0.25072343142106,7.10633520177595e-08,7.10633520177595e-08,2628873.49689553,0.000308932089367518,1e-09,2,"residual_plus_proxy","duality_gap",0,1,2,0.432692465730483,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
5,128.026607755766,0.170485459498149,0.0454983803920171,0.215983839890166,7.10633520177595e-08,7.10633520177595e-08,2399063.01430226,0.000184068012643767,1e-09,2,"residual_plus_proxy","duality_gap",0,1,2,0.432692465730483,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
1,127.989307524588,0.151714771519828,0.0831658157090541,0.234880587228882,7.10633520177595e-07,7.10633520177595e-07,213492.281481336,NA,1e-08,2,"residual_plus_proxy","duality_gap",0,2,1,0.307365582133014,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
2,127.969615060031,0.140497881496804,0.0329241507609497,0.173422032257753,7.10633520177595e-07,7.10633520177595e-07,197707.928921917,0.000153860232058395,1e-08,2,"residual_plus_proxy","duality_gap",0,2,1,0.307365582133014,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
3,127.95699020525,0.13107359914063,0.0199334255051366,0.151007024645767,7.10633520177595e-07,7.10633520177595e-07,184446.12506862,9.86550969570807e-05,1e-08,2,"residual_plus_proxy","duality_gap",0,2,1,0.307365582133014,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
