"outer_iter","inner_iters","inner_converged","path_index","lambda_gamma","lambda_Omega","solver_tol","case"
19,11,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
20,10,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
21,25,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
22,3,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
23,12,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
24,1,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
25,4,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
26,1,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
27,1,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
28,1,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
29,1,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
30,1,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
31,67,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
32,384,TRUE,24,0.118231149797118,0.244417201296511,1e-04,"case_norm_mode"
1,80,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
2,39,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
3,25,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
4,15,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
5,10,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
6,20,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
7,20,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
8,19,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
9,19,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
10,20,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
11,19,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
12,34,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
13,4,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
14,4,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
15,7,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
16,13,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
17,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
18,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
19,9,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
20,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
21,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
22,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
23,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
24,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
25,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
26,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
27,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
28,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
29,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
30,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
31,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
32,2,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
33,1,TRUE,25,0.101142877001776,0.209090911915109,1e-04,"case_norm_mode"
1,78,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
2,38,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
3,24,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
4,16,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
5,4,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
6,14,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
7,11,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
8,6,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
9,6,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
10,11,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
11,15,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
12,11,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
13,6,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
14,4,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
15,2,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
16,3,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
17,2,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
18,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
19,2,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
20,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
21,2,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
22,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
23,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
24,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
25,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
26,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
27,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
28,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
29,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
30,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
31,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
32,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
33,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
34,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
35,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
36,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
37,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
38,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
39,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
40,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
41,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
42,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
43,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
44,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
45,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
46,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
47,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
48,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
49,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
50,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
51,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
52,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
53,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
54,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
55,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
56,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
57,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
58,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
59,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
60,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
61,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
62,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
63,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
64,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
65,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
66,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
67,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
68,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
69,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
70,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
71,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
72,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
73,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
74,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
75,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
76,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
77,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
78,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
79,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
80,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
81,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
82,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
83,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
84,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
85,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
86,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
87,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
88,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
89,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
90,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
91,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
92,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
93,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
94,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
95,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
96,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
97,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
98,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
99,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
100,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
101,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
102,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
103,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
104,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
105,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
106,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
107,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
108,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
109,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
110,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
111,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
112,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
113,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
114,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
115,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
116,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
117,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
118,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
119,1,TRUE,26,0.0865244192055192,0.178870428159656,1e-04,"case_norm_mode"
1,86,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
2,40,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
3,25,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
4,63,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
5,33,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
6,2,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
7,12,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
8,1,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
9,62,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
10,154,TRUE,27,0.0740188072633227,0.153017793920229,1e-04,"case_norm_mode"
1,94,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
2,43,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
3,25,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
4,14,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
5,4,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
6,5,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
7,4,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
8,4,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
9,8,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
10,6,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
11,5,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
12,4,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
13,3,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
14,3,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
15,2,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
16,2,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
17,2,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
18,2,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
19,2,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
20,2,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
21,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
22,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
23,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
24,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
25,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
26,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
27,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
28,4,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
29,12,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
30,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
31,1,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
32,48,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
33,127,TRUE,28,0.0633206657610876,0.130901711910223,1e-04,"case_norm_mode"
1,102,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
2,47,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
3,26,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
4,13,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
5,5,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
6,7,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
7,31,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
8,30,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
9,21,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
10,2,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
11,10,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
12,1,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
13,30,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
14,43,TRUE,29,0.054168756032011,0.111982127973692,1e-04,"case_norm_mode"
1,170,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
2,47,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
3,27,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
4,12,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
5,20,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
6,18,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
7,16,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
8,33,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
9,29,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
10,23,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
11,1,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
12,1,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
13,1,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
14,23,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
15,35,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
16,19,TRUE,30,0.0463395969512803,0.0957970434650741,1e-04,"case_norm_mode"
1,101,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
2,47,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
3,33,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
4,51,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
5,39,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
6,8,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
7,46,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
8,11,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
9,40,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
10,39,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
11,22,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
12,1,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
13,1,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
14,1,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
15,29,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
16,59,TRUE,31,0.03964200773483,0.0819512336719061,1e-04,"case_norm_mode"
1,64,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
2,43,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
3,35,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
4,50,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
5,39,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
6,7,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
7,45,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
8,32,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
9,32,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
10,33,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
11,34,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
12,33,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
13,62,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
14,53,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
15,13,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
16,1,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
17,25,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
18,34,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
19,19,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
20,1,TRUE,32,0.0339124394823833,0.0701065967948781,1e-04,"case_norm_mode"
1,69,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
2,41,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
3,34,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
4,50,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
5,93,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
6,11,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
7,9,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
8,38,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
9,37,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
10,20,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
11,1,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
12,28,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
13,46,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
14,39,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
15,20,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
16,24,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
17,23,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
18,24,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
19,23,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
20,45,TRUE,33,0.0290109814653977,0.059973897816312,1e-04,"case_norm_mode"
1,74,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
2,40,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
3,32,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
4,48,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
5,87,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
6,11,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
7,9,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
8,38,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
9,36,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
10,21,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
11,1,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
12,27,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
13,43,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
14,51,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
15,39,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
16,22,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
17,25,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
18,24,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
19,25,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
20,25,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
21,25,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
22,25,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
23,25,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
24,24,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
25,46,TRUE,34,0.0248179446371843,0.0513057056500027,1e-04,"case_norm_mode"
1,79,TRUE,35,0.021230938937691,0.0438903511041895,1e-04,"case_norm_mode"
2,38,TRUE,35,0.021230938937691,0.0438903511041895,1e-04,"case_norm_mode"
3,29,TRUE,35,0.021230938937691,0.0438903511041895,1e-04,"case_norm_mode"
4,45,TRUE,35,0.021230938937691,0.0438903511041895,1e-04,"case_norm_mode"
