"setting_id","case","tol_outer","tol_inner_base","tol_inner_floor","max_iter_outer","pn_first_converged_found","pn_first_converged_path","pn_cum_time_to_first_converged_sec","pg_first_converged_found","pg_first_converged_path","pg_cum_time_to_first_converged_sec","cum_time_diff_pg_minus_pn_at_first_converged_sec"
"A","case_norm_mode",1e-04,1e-05,1e-08,10000,TRUE,1,0.173034191131592,TRUE,1,0.0855960845947266,-0.0874381065368652
