"outer_iter","training_loss","delta_loss","relative_obj_change","oracle_gap_abs","oracle_gap_rel","local_norm","step_size","line_search_halvings","line_search_success","line_search_forced","armijo_lhs","armijo_rhs","inner_iters","inner_converged","admm_tol_used","direction_norm_fro","refinement_triggered","refinement_rounds","subproblem_attempts","stop_mode_hit","min_eig","max_eig","kappa","nnz_gamma_total","nnz_gamma_pen","gamma_pen_sparsity","nnz_omega_offdiag_upper","omega_offdiag_sparsity","elapsed_sec","path_index","lambda_gamma","lambda_Omega","solver_tol","case"
0,138.086023084596,NA,NA,-4.83169060316868e-13,-3.49904392583501e-15,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.102492235849873,0.293021497949794,2.85896288162745,50,0,0,0,0,0,1,4.28601756969282,8.86040963730461,1e-04,"case_oracle_change"
1,138.086023084597,1.19371179607697e-12,8.58254316000482e-15,7.105427357601e-13,5.1456528321103e-15,3.00285966828677e-06,0.499998498574674,1,TRUE,FALSE,NA,NA,111,TRUE,1e-07,7.3931947081993e-07,TRUE,2,3,"oracle_change",0.102492236557257,0.293021497962124,2.85896286201567,50,0,0,0,0,0.0855910778045654,1,4.28601756969282,8.86040963730461,1e-04,"case_oracle_change"
0,138.086023084597,NA,NA,7.105427357601e-13,5.1456528321103e-15,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.102492236557257,0.293021497962124,2.85896286201567,50,0,0,0,0,0,2,3.66654767904032,7.57979029781112,1e-04,"case_oracle_change"
1,138.086023084597,0,0,7.105427357601e-13,5.1456528321103e-15,0.0362939643814044,0,4,FALSE,FALSE,NA,NA,4000,FALSE,1e-08,0.0106413247138824,TRUE,3,4,NA,0.102492236557257,0.293021497962124,2.85896286201567,50,0,0,0,0,2.77363419532776,2,3.66654767904032,7.57979029781112,1e-04,"case_oracle_change"
0,138.086023084597,NA,NA,0.531006840997719,0.00386032334914888,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.102492236557257,0.293021497962124,2.85896286201567,50,0,0,0,0,0,3,3.13661147302283,6.4842623886032,1e-04,"case_oracle_change"
1,137.68571134835,-0.400311736247147,0.00287815933886947,0.130695104750572,0.000950129688612165,1.04010313111786,0.490171298081416,0,TRUE,FALSE,NA,NA,41,TRUE,1e-05,0.279021741382016,FALSE,0,1,NA,0.102492205459355,0.293021496883272,2.85896371894813,94,44,0.0176,0,0,0.0281431674957275,3,3.13661147302283,6.4842623886032,1e-04,"case_oracle_change"
2,137.641763348267,-0.0439480000822243,0.00031688917088103,0.0867471046683477,0.000630635705169235,3.86707975201546,0.102731006162977,1,TRUE,FALSE,NA,NA,1000,FALSE,1e-05,1.05834280895702,FALSE,0,1,NA,0.102481911657262,0.292997571882164,2.85901743189625,133,83,0.0332,0,0,0.716525077819824,3,3.13661147302283,6.4842623886032,1e-04,"case_oracle_change"
3,137.641763348267,0,0,0.0867471046683477,0.000630635705169235,4.72123615271516,0,4,FALSE,FALSE,NA,NA,4000,FALSE,1e-08,1.27766797324632,TRUE,3,4,NA,0.102481911657262,0.292997571882164,2.85901743189625,133,83,0.0332,0,0,3.40294218063354,3,3.13661147302283,6.4842623886032,1e-04,"case_oracle_change"
0,136.85883020195,NA,NA,0.548103210353446,0.0040209836925544,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.102481911657262,0.292997571882164,2.85901743189625,133,83,0.0332,0,0,0,4,2.68326840230086,5.54707413691853,1e-04,"case_oracle_change"
1,136.46782339836,-0.391006803590727,0.00283628406695413,0.157096406762719,0.00115248748377964,1.01911633675558,0.4952661626258,0,TRUE,FALSE,NA,NA,45,TRUE,1e-05,0.289133051997559,FALSE,0,1,NA,0.102669499039405,0.293000423954184,2.85382150196066,133,83,0.0332,0,0,0.0317001342773438,4,2.68326840230086,5.54707413691853,1e-04,"case_oracle_change"
2,136.334182736995,-0.133640661364865,0.000972159579319123,0.0234557453978539,0.000172075565258337,0.547365189440136,0.64625985308731,0,TRUE,FALSE,NA,NA,135,TRUE,1e-05,0.15950298480266,FALSE,0,1,NA,0.102884563091062,0.293011051402689,2.84795933033557,133,83,0.0332,0,0,0.649730205535889,4,2.68326840230086,5.54707413691853,1e-04,"case_oracle_change"
3,136.31167015277,-0.022512584224728,0.000163925570284576,0.000943161173125873,6.91919993342868e-06,0.212830972698994,0.824517201910364,0,TRUE,FALSE,NA,NA,14,TRUE,1e-05,0.063612775188163,FALSE,0,1,"oracle_change",0.103017072374977,0.293019186455095,2.84437501182833,133,83,0.0332,0,0,0.661924123764038,4,2.68326840230086,5.54707413691853,1e-04,"case_oracle_change"
0,134.822801830245,NA,NA,0.585204595031399,0.00435946863683794,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.103017072374977,0.293019186455095,2.84437501182833,133,83,0.0332,0,0,0,5,2.29544825067144,4.74534027718437,1e-04,"case_oracle_change"
1,134.822801830245,0,0,0.585204595031399,0.00435946863683794,2.40713975052593,0,4,FALSE,FALSE,NA,NA,4000,FALSE,1e-08,0.551076373238101,TRUE,3,4,NA,0.103017072374977,0.293019186455095,2.84437501182833,133,83,0.0332,0,0,2.78484201431274,5,2.29544825067144,4.74534027718437,1e-04,"case_oracle_change"
0,133.549123735468,NA,NA,2.17677115649576,0.0165694768630046,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.103017072374977,0.293019186455095,2.84437501182833,133,83,0.0332,0,0,0,6,1.96368081068312,4.05948321411427,1e-04,"case_oracle_change"
1,132.520240130696,-1.02888360477198,0.00764689933466106,1.14788755172378,0.00873766457850219,1.7310824021554,0.366155191513368,0,TRUE,FALSE,NA,NA,1000,FALSE,1e-05,0.540989620416108,FALSE,0,1,NA,0.103774225686934,0.293027705807296,2.8237040928766,135,85,0.034,0,0,43.327309846878,6,1.96368081068312,4.05948321411427,1e-04,"case_oracle_change"
2,131.823365724987,-0.696874405709195,0.00521924170468135,0.451013146014589,0.00343309027478571,1.46357755347723,0.405913748722278,0,TRUE,FALSE,NA,NA,128,TRUE,1e-05,0.468289833738068,FALSE,0,1,NA,0.104485132321524,0.295384104162774,2.82704436123803,149,99,0.0396,0,0,45.8540880680084,6,1.96368081068312,4.05948321411427,1e-04,"case_oracle_change"
3,131.491485605848,-0.331880119138873,0.00249865765204322,0.119133026875716,0.000906834844143489,0.925343055015241,0.519387959145849,0,TRUE,FALSE,NA,NA,140,TRUE,1e-05,0.309532925514115,FALSE,0,1,NA,0.105953401296945,0.29874765753726,2.81961365921598,149,99,0.0396,0,0,47.1454169750214,6,1.96368081068312,4.05948321411427,1e-04,"case_oracle_change"
4,131.387074490556,-0.104411115291668,0.000788059057638494,0.0147219115840471,0.000112062479624069,0.481203103826266,0.675126859656711,0,TRUE,FALSE,NA,NA,17,TRUE,1e-05,0.168289963210073,FALSE,0,1,NA,0.107426905934381,0.3017866242021,2.80922755409561,149,99,0.0396,0,0,47.1587998867035,6,1.96368081068312,4.05948321411427,1e-04,"case_oracle_change"
5,131.372725439978,-0.0143490505781756,0.000108387096197969,0.000372861005871528,2.83819996027999e-06,0.170842605129562,0.85408576320926,0,TRUE,FALSE,NA,NA,14,TRUE,1e-05,0.0618584169811594,FALSE,0,1,"oracle_change",0.108250927230543,0.303395023743615,2.80270138561927,149,99,0.0396,0,0,47.1710140705109,6,1.96368081068312,4.05948321411427,1e-04,"case_oracle_change"
0,128.416696582387,NA,NA,0.552765048037202,0.00432307251469664,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.108250927230543,0.303395023743615,2.80270138561927,149,99,0.0396,0,0,0,7,1.67986462997683,3.47275495603733,1e-04,"case_oracle_change"
1,128.026271862205,-0.390424720181727,0.00301680332207507,0.162340327855475,0.00126963347605077,1.01980743615102,0.495096701844814,0,TRUE,FALSE,NA,NA,28,TRUE,1e-05,0.372831170257905,FALSE,0,1,NA,0.110044991162205,0.308742987419758,2.8056069082206,150,100,0.04,0,0,0.0193078517913818,7,1.67986462997683,3.47275495603733,1e-04,"case_oracle_change"
2,127.888578437071,-0.137693425134728,0.00106717355424931,0.0246469027207468,0.000192758836874381,0.559570579146912,0.641202144597394,0,TRUE,FALSE,NA,NA,18,TRUE,1e-05,0.215762960577523,FALSE,0,1,NA,0.111537823066784,0.314287441586072,2.81776560582404,150,100,0.04,0,0,0.0335419178009033,7,1.67986462997683,3.47275495603733,1e-04,"case_oracle_change"
3,127.864897896804,-0.0236805402666249,0.000183728772198282,0.00096636245412185,7.55774081498692e-06,0.220512876988201,0.819327693180632,0,TRUE,FALSE,NA,NA,15,TRUE,1e-05,0.088727140234957,FALSE,0,1,"oracle_change",0.112361666330552,0.317763402387588,2.82804102827002,150,100,0.04,0,0,0.0443048477172852,7,1.67986462997683,3.47275495603733,1e-04,"case_oracle_change"
0,124.421612810862,NA,NA,0.518698563034761,0.00418633061363896,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.112361666330552,0.317763402387588,2.82804102827002,150,100,0.04,0,0,0,8,1.4370691813531,2.97082814451621,1e-04,"case_oracle_change"
1,124.05341012654,-0.368202684321616,0.00293571957870509,0.150495878713144,0.00121462743331547,0.982903562900199,0.504310960305804,0,TRUE,FALSE,NA,NA,132,TRUE,1e-05,0.401363993994043,FALSE,0,1,NA,0.114531499331271,0.326630364080638,2.85188237286487,150,100,0.04,0,0,1.93055200576782,8,1.4370691813531,2.97082814451621,1e-04,"case_oracle_change"
2,123.9250606982,-0.128349428339916,0.00102635688391097,0.0221464503732278,0.000178740350924524,0.537934319623256,0.650222826320026,0,TRUE,FALSE,NA,NA,18,TRUE,1e-05,0.233201120929537,FALSE,0,1,NA,0.116214335626082,0.334426050661886,2.8776660715757,150,100,0.04,0,0,1.9447979927063,8,1.4370691813531,2.97082814451621,1e-04,"case_oracle_change"
3,123.903722143997,-0.0213385542030551,0.000170810837183468,0.000807896170172739,6.52039683713015e-06,0.208977476347927,0.827145269092022,0,TRUE,FALSE,NA,NA,16,TRUE,1e-05,0.0948371642912664,FALSE,0,1,"oracle_change",0.117087879871807,0.338882491570977,2.89425764598351,150,100,0.04,0,0,1.95645594596863,8,1.4370691813531,2.97082814451621,1e-04,"case_oracle_change"
0,120.113252567801,NA,NA,0.471734598793176,0.00394290048138118,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.117087879871807,0.338882491570977,2.89425764598351,150,100,0.04,0,0,0,9,1.22936562574292,2.54144619357784,1e-04,"case_oracle_change"
1,119.773901753573,-0.339350814227728,0.00280192965701878,0.132383784565448,0.00110650371888244,0.935521939072324,0.516656504797507,0,TRUE,FALSE,NA,NA,128,TRUE,1e-05,0.430604476090354,FALSE,0,1,NA,0.119455432558041,0.350830770830551,2.93691767145115,150,100,0.04,1,0.000816326530612245,1.9800980091095,9,1.22936562574292,2.54144619357784,1e-04,"case_oracle_change"
2,119.659684727167,-0.11421702640655,0.000945709501375535,0.0181667581588982,0.000151843260327106,0.504387179496215,0.664722495398344,0,TRUE,FALSE,NA,NA,19,TRUE,1e-05,0.247319571671854,FALSE,0,1,NA,0.121185065411405,0.360513184070308,2.974897796576,150,100,0.04,1,0.000816326530612245,1.99364495277405,9,1.22936562574292,2.54144619357784,1e-04,"case_oracle_change"
3,119.642086380115,-0.017598347052342,0.000145851094275068,0.000568411106556255,4.75095197892337e-06,0.189360897865876,0.840787688408409,0,TRUE,FALSE,NA,NA,16,TRUE,1e-05,0.0972872634817599,FALSE,0,1,"oracle_change",0.122033102244128,0.3656335081464,2.9961830144656,150,100,0.04,1,0.000816326530612245,2.00654196739197,9,1.22936562574292,2.54144619357784,1e-04,"case_oracle_change"
0,115.623373574916,NA,NA,0.434874870437739,0.00377533239280627,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.122033102244128,0.3656335081464,2.9961830144656,150,100,0.04,1,0.000816326530612245,0,10,1.05168203547115,2.17412399528183,1e-04,"case_oracle_change"
1,115.30646264782,-0.316910927095648,0.00271738775325405,0.11796394334209,0.0010240948069367,0.898074124542468,0.526849814277433,0,TRUE,FALSE,NA,NA,124,TRUE,1e-05,0.464093747805794,FALSE,0,1,NA,0.124086213517119,0.380406848595614,3.06566569978487,150,100,0.04,5,0.00408163265306122,1.85782599449158,10,1.05168203547115,2.17412399528183,1e-04,"case_oracle_change"
2,115.203625773583,-0.102836874236615,0.000884188822318576,0.0151270691054748,0.000131324474887758,0.476123715963832,0.677449992290824,0,TRUE,FALSE,NA,NA,130,TRUE,1e-05,0.262803132108426,FALSE,0,1,NA,0.125571323931379,0.391812829429937,3.12024128728666,150,100,0.04,5,0.00408163265306122,3.85150694847107,10,1.05168203547115,2.17412399528183,1e-04,"case_oracle_change"
3,115.188908433994,-0.0147173395890263,0.000126651294148965,0.000409729516448465,3.55703495623853e-06,0.172811896156754,0.852651651366216,0,TRUE,FALSE,NA,NA,16,TRUE,1e-05,0.100059789485068,FALSE,0,1,"oracle_change",0.126317551694627,0.397478030908053,3.14665717927275,150,100,0.04,5,0.00408163265306122,3.86408281326294,10,1.05168203547115,2.17412399528183,1e-04,"case_oracle_change"
0,111.027053613128,NA,NA,0.399176440541453,0.0036082807583726,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.126317551694627,0.397478030908053,3.14665717927275,150,100,0.04,5,0.00408163265306122,0,11,0.899679542499283,1.85989188313518,1e-04,"case_oracle_change"
1,110.732155894537,-0.294897718591642,0.00263237949299314,0.104278721949811,0.00094260799913144,0.860560103048004,0.537472559129792,0,TRUE,FALSE,NA,NA,116,TRUE,1e-05,0.502446870216067,FALSE,0,1,NA,0.127971603317519,0.415023629461515,3.24309158205804,150,100,0.04,6,0.00489795918367347,2.47282791137695,11,0.899679542499283,1.85989188313518,1e-04,"case_oracle_change"
2,110.640269780737,-0.0918861138001859,0.000822378419753365,0.0123926081496251,0.000112020663022321,0.447896185558687,0.690657251517062,0,TRUE,FALSE,NA,NA,122,TRUE,1e-05,0.279594165848339,FALSE,0,1,NA,0.129288482093702,0.428070023180364,3.31096797060484,150,100,0.04,6,0.00489795918367347,4.87874412536621,11,0.899679542499283,1.85989188313518,1e-04,"case_oracle_change"
3,110.628165792173,-0.0121039885634673,0.000108419556735573,0.000288619586157779,2.6089227555864e-06,0.156280373589578,0.864842146282897,0,TRUE,FALSE,NA,NA,17,TRUE,1e-05,0.10227939256144,FALSE,0,1,"oracle_change",0.129972801332199,0.43418085750054,3.34055166196513,150,100,0.04,6,0.00489795918367347,4.89248394966125,11,0.899679542499283,1.85989188313518,1e-04,"case_oracle_change"
0,106.39965349149,NA,NA,0.36479817595368,0.00344036095365173,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.129972801332199,0.43418085750054,3.34055166196513,150,100,0.04,6,0.00489795918367347,0,12,0.769646387302891,1.5910766011778,1e-04,"case_oracle_change"
1,106.126293186432,-0.273360305057736,0.00254526244890908,0.0914378708959447,0.000862337866391632,0.82302501099064,0.54853882638538,0,TRUE,FALSE,NA,NA,105,TRUE,1e-05,0.543123407538617,FALSE,0,1,NA,0.131641365765331,0.454492054494154,3.45250181697712,150,100,0.04,11,0.00897959183673469,2.40645384788513,12,0.769646387302891,1.5910766011778,1e-04,"case_oracle_change"
2,106.044845018029,-0.0814481684026873,0.000760300445203896,0.00998970249325737,9.42114973753701e-05,0.419725955963982,0.70436128592226,0,TRUE,FALSE,NA,NA,110,TRUE,1e-05,0.296097358267936,FALSE,0,1,"oracle_change",0.132990242562304,0.469100272892891,3.52732850060879,150,100,0.04,11,0.00897959183673469,4.82036805152893,12,0.769646387302891,1.5910766011778,1e-04,"case_oracle_change"
0,101.904754860106,NA,NA,0.436345234236569,0.00430030623171731,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.132990242562304,0.469100272892891,3.52732850060879,150,100,0.04,11,0.00897959183673469,0,13,0.658407281155739,1.3611139302077,1e-04,"case_oracle_change"
1,101.880999996005,-0.0237548641005674,0.00023084321159757,0.412590370136002,0.00406619529819469,1.89195467639928,0.172893442653306,1,TRUE,FALSE,NA,NA,1000,FALSE,1e-05,0.627434711184668,FALSE,0,1,NA,0.120109354933225,0.481802161385283,4.01136249256473,150,100,0.04,11,0.00897959183673469,18.703794002533,13,0.658407281155739,1.3611139302077,1e-04,"case_oracle_change"
2,101.576389168566,-0.30461082743939,0.00296080741294523,0.107979542696611,0.00106416906596595,0.877693798706285,0.532568196523305,0,TRUE,FALSE,NA,NA,68,TRUE,1e-05,0.582616014454031,FALSE,0,1,NA,0.127844422423677,0.500602886385013,3.91571941031586,150,100,0.04,18,0.0146938775510204,18.7487740516663,13,0.658407281155739,1.3611139302077,1e-04,"case_oracle_change"
3,101.481433213287,-0.0949559552790475,0.000925709669142328,0.0130235874175639,0.000128351153482981,0.455946282163897,0.686838527114992,0,TRUE,FALSE,NA,NA,26,TRUE,1e-05,0.325439201453324,FALSE,0,1,NA,0.133803754728862,0.514585847306737,3.84582516648719,150,100,0.04,18,0.0146938775510204,18.7685289382935,13,0.658407281155739,1.3611139302077,1e-04,"case_oracle_change"
4,101.468731395091,-0.0127018181956799,0.000123942628410013,0.000321769221883983,3.17112708349722e-06,0.160079124342603,0.862010167251896,0,TRUE,FALSE,NA,NA,22,TRUE,1e-05,0.11984422892989,FALSE,0,1,"oracle_change",0.136874158679228,0.521183994247137,3.80776034918732,150,100,0.04,18,0.0146938775510204,18.8244409561157,13,0.658407281155739,1.3611139302077,1e-04,"case_oracle_change"
0,97.2843801677815,NA,NA,0.31282226690179,0.00322591771931254,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.136874158679228,0.521183994247137,3.80776034918732,150,100,0.04,18,0.0146938775510204,0,14,0.563245868531947,1.16438839565236,1e-04,"case_oracle_change"
1,97.0439187510027,-0.240461416778786,0.00244658832225724,0.0723608501230046,0.0007462069465458,0.764597288758764,0.566701539422295,0,TRUE,FALSE,NA,NA,50,TRUE,1e-05,0.630903735414417,FALSE,0,1,NA,0.138623263715382,0.546843268109582,3.94481599590924,150,100,0.04,25,0.0204081632653061,0.678008079528809,14,0.563245868531947,1.16438839565236,1e-04,"case_oracle_change"
2,96.9782940257019,-0.065624725300836,0.000669340088980938,0.00673612482216868,6.94649541369034e-05,0.374111558839645,0.727742950393664,0,TRUE,FALSE,NA,NA,22,TRUE,1e-05,0.330970247078142,FALSE,0,1,"oracle_change",0.140227871986708,0.564333948692822,4.02440642289941,150,100,0.04,25,0.0204081632653061,0.695346117019653,14,0.563245868531947,1.16438839565236,1e-04,"case_oracle_change"
0,92.9393812421296,NA,NA,0.360717193367265,0.00389633180683262,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.140227871986708,0.564333948692822,4.02440642289941,150,100,0.04,25,0.0204081632653061,0,15,0.481838396230109,0.996096142901866,1e-04,"case_oracle_change"
1,92.6687749951994,-0.270606246930157,0.00288064753410146,0.0901109464371075,0.000973344640074358,0.818559639323635,0.5498857328495,0,TRUE,FALSE,NA,NA,50,TRUE,1e-05,0.743561241106328,FALSE,0,1,NA,0.141072508886926,0.594162404393089,4.21175187909453,153,103,0.0412,32,0.0261224489795918,0.696671009063721,15,0.481838396230109,0.996096142901866,1e-04,"case_oracle_change"
2,92.5884725450112,-0.0803024501882277,0.000857302235375057,0.0098084962488798,0.000105947697017031,0.416262442731284,0.706083823045879,0,TRUE,FALSE,NA,NA,24,TRUE,1e-05,0.406562102649351,FALSE,0,1,NA,0.142209623046408,0.615267148118017,4.32648040925637,154,104,0.0416,32,0.0261224489795918,0.715200901031494,15,0.481838396230109,0.996096142901866,1e-04,"case_oracle_change"
3,92.5788605211641,-0.00961202384705473,0.000102705211290117,0.000196472401825076,2.1222211817789e-06,0.138723753946416,0.878176112981179,0,TRUE,FALSE,NA,NA,20,TRUE,1e-05,0.142319589417419,FALSE,0,1,"oracle_change",0.142848371859101,0.624517072553657,4.37188792861881,154,104,0.0416,32,0.0261224489795918,0.731318950653076,15,0.481838396230109,0.996096142901866,1e-04,"case_oracle_change"
0,88.5837227610353,NA,NA,0.263719215499165,0.00298595114257663,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.142848371859101,0.624517072553657,4.37188792861881,154,104,0.0416,32,0.0261224489795918,0,16,0.412196969481073,0.85212763164655,1e-04,"case_oracle_change"
1,88.3756634566398,-0.208059304395491,0.00232251237147723,0.0556599111036746,0.00063020730150874,0.703799896174786,0.586923383576386,0,TRUE,FALSE,NA,NA,50,TRUE,1e-05,0.716550107191682,FALSE,0,1,NA,0.141747617188752,0.655428451105423,4.62391159798229,159,109,0.0436,44,0.0359183673469388,0.733049869537354,16,0.412196969481073,0.85212763164655,1e-04,"case_oracle_change"
2,88.3243423699157,-0.0513210867241156,0.000574217686775705,0.00433882437955901,4.91261798616437e-05,0.327974946781364,0.753026254315804,0,TRUE,FALSE,NA,NA,26,TRUE,1e-05,0.357527635787202,FALSE,0,1,"oracle_change",0.141768700420932,0.675284897393138,4.76328622176911,159,109,0.0436,44,0.0359183673469388,0.751538991928101,16,0.412196969481073,0.85212763164655,1e-04,"case_oracle_change"
0,84.5094466175947,NA,NA,0.297985234552698,0.00353853536868681,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.141768700420932,0.675284897393138,4.76328622176911,159,109,0.0436,44,0.0359183673469388,0,17,0.352621009406314,0.728967284724337,1e-04,"case_oracle_change"
1,84.278917471466,-0.230529146128745,0.0026959494564348,0.0674560884239526,0.000801032155434562,0.746012058793607,0.572733730539606,0,TRUE,FALSE,NA,NA,47,TRUE,1e-05,0.822118338892326,FALSE,0,1,NA,0.138553079335816,0.710004556198213,5.12442278152007,170,120,0.048,51,0.0416326530612245,0.687231063842773,17,0.352621009406314,0.728967284724337,1e-04,"case_oracle_change"
2,84.2175168195559,-0.0614006519100343,0.00071999802214397,0.00605543651391827,7.19075101472788e-05,0.360407644320974,0.735073787753621,0,TRUE,FALSE,NA,NA,31,TRUE,1e-05,0.425234697712373,FALSE,0,1,"oracle_change",0.137380260722556,0.733061501155888,5.3360031295641,170,120,0.048,51,0.0416326530612245,0.709521055221558,17,0.352621009406314,0.728967284724337,1e-04,"case_oracle_change"
0,80.5554510896221,NA,NA,0.293226163852566,0.00365335204853536,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.137380260722556,0.733061501155888,5.3360031295641,170,120,0.048,51,0.0416326530612245,0,18,0.301655726463164,0.623607640995718,1e-04,"case_oracle_change"
1,80.328279789829,-0.227171299793042,0.00278548272074912,0.0660548640595238,0.000822988200496742,0.739108111374322,0.575007380771604,0,TRUE,FALSE,NA,NA,50,TRUE,1e-05,0.882231006670771,FALSE,0,1,NA,0.13191882343491,0.770288467035665,5.83910959011646,179,129,0.0516,65,0.0530612244897959,0.618902921676636,18,0.301655726463164,0.623607640995718,1e-04,"case_oracle_change"
2,80.2680977317384,-0.0601820580906036,0.000739989315477075,0.00587280596892015,7.31702363640132e-05,0.356439444331573,0.737224211651248,0,TRUE,FALSE,NA,NA,36,TRUE,1e-05,0.454142377508792,FALSE,0,1,"oracle_change",0.129435854843274,0.794759431413062,6.14017987809782,179,129,0.0516,65,0.0530612244897959,0.645232915878296,18,0.301655726463164,0.623607640995718,1e-04,"case_oracle_change"
0,76.7523870648544,NA,NA,0.272578060674647,0.00356405258098578,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.129435854843274,0.794759431413062,6.14017987809782,179,129,0.0516,65,0.0530612244897959,0,19,0.258056595837054,0.533475915939497,1e-04,"case_oracle_change"
1,76.5387868319014,-0.213600232953041,0.00274718553367209,0.0589778277216055,0.000771155530976578,0.71384367905555,0.583483786894188,0,TRUE,FALSE,NA,NA,108,TRUE,1e-05,0.922119749845964,FALSE,0,1,NA,0.123441403663249,0.833870463783855,6.75519265852382,196,146,0.0584,77,0.0628571428571429,4.76157379150391,19,0.258056595837054,0.533475915939497,1e-04,"case_oracle_change"
2,76.4846605907982,-0.0541262411031624,0.000698053752382073,0.00485158661844309,6.34361759216468e-05,0.336960531300373,0.747965236511033,0,TRUE,FALSE,NA,NA,41,TRUE,1e-05,0.462964817141213,FALSE,0,1,"oracle_change",0.120833629285281,0.858808620544975,7.1073642795035,196,146,0.0584,77,0.0628571428571429,4.79059600830078,19,0.258056595837054,0.533475915939497,1e-04,"case_oracle_change"
0,73.1194130473791,NA,NA,0.250029947157117,0.00343120713418466,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.120833629285281,0.858808620544975,7.1073642795035,196,146,0.0584,77,0.0628571428571429,0,20,0.220758967302882,0.456371176647336,1e-04,"case_oracle_change"
1,72.920769293232,-0.198643754147071,0.00268005028615232,0.0513861930100461,0.000705182215408237,0.68532701254101,0.59335665574616,0,TRUE,FALSE,NA,NA,111,TRUE,1e-05,0.94876164201488,FALSE,0,1,NA,0.114559518753395,0.89904344066706,7.84782836424422,218,168,0.0672,93,0.0759183673469388,4.72014617919922,20,0.220758967302882,0.456371176647336,1e-04,"case_oracle_change"
