"outer_iter","inner_iters","inner_converged","training_loss","elapsed_sec","path_index","lambda_gamma","lambda_Omega","case","tol_outer","tol_inner_base","tol_inner_floor","max_iter_outer"
6,4,TRUE,72.8693844871232,4.96229887008667,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,4,TRUE,72.8693838460325,4.96680283546448,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,2,TRUE,72.8693838414059,4.97075700759888,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,16,TRUE,72.8693832288013,4.98615503311157,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,15,TRUE,72.8693831902685,5.00130295753479,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,1,TRUE,72.8693831891859,5.00436902046204,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,2,TRUE,72.8693831889538,5.00996398925781,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,1,TRUE,72.8693831852139,5.01419687271118,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,1,TRUE,72.8693831796773,5.01682806015015,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,1,TRUE,72.8693831725541,5.01969289779663,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,1,TRUE,72.8693831713716,5.02272891998291,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,1,TRUE,72.8693831676861,5.02550983428955,20,0.220758967302882,0.456371176647336,"case_norm_mode",1e-04,1e-05,1e-08,10000
1,123,TRUE,69.4621895384588,4.71668410301208,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,48,TRUE,69.4350513661514,4.75119400024414,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,28,TRUE,69.4336920515009,4.77327418327332,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,15,TRUE,69.4336844007965,4.78489899635315,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,3,TRUE,69.4336838356395,4.78952813148499,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,3,TRUE,69.4336837352298,4.79510617256165,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,2,TRUE,69.4336834799995,4.7985110282898,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,1,TRUE,69.4336834173781,4.80150413513184,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,1,TRUE,69.4336833870423,4.80447912216187,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,1,TRUE,69.4336832803242,4.8073410987854,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,1,TRUE,69.4336832469503,4.81060409545898,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,1,TRUE,69.4336832023249,4.81328320503235,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,1,TRUE,69.4336831797243,4.81763911247253,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,1,TRUE,69.4336831297228,4.82065510749817,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,1,TRUE,69.4336830784143,4.82342100143433,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,1,TRUE,69.4336830723235,4.82643103599548,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,1,TRUE,69.4336830295616,4.82943201065063,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,1,TRUE,69.4336829966203,4.83232116699219,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,1,TRUE,69.4336829884004,4.8354320526123,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,1,TRUE,69.4336829488623,4.83979606628418,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,1,TRUE,69.433682927175,4.84253406524658,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,1,TRUE,69.4336829161402,4.84542798995972,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,1,TRUE,69.4336828807823,4.84844207763672,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,1,TRUE,69.4336828708472,4.8513011932373,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
25,1,TRUE,69.4336828638827,4.85416603088379,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
26,1,TRUE,69.4336828250403,4.85694408416748,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
27,1,TRUE,69.4336827974705,4.86108207702637,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
28,1,TRUE,69.4336827775095,4.86383104324341,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
29,1,TRUE,69.4336827748885,4.86674118041992,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
30,1,TRUE,69.4336827548411,4.87002420425415,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
31,1,TRUE,69.4336827390931,4.87285304069519,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
32,1,TRUE,69.4336827347572,4.87574505805969,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
33,1,TRUE,69.4336827171778,4.87993502616882,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
34,1,TRUE,69.4336827060955,4.8826470375061,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
35,1,TRUE,69.4336827058893,4.88562297821045,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
36,1,TRUE,69.4336826856682,4.88841819763184,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
37,1,TRUE,69.4336826838468,4.8910710811615,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
38,1,TRUE,69.433682675421,4.8940601348877,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
39,1,TRUE,69.4336826609931,4.89705419540405,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
40,1,TRUE,69.433682659468,4.90127301216125,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
41,1,TRUE,69.4336826587983,4.90418314933777,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
42,1,TRUE,69.433682637854,4.90705418586731,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
43,1,TRUE,69.4336826264799,4.90997409820557,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
44,1,TRUE,69.4336826190499,4.91261506080627,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
45,1,TRUE,69.4336826125791,4.91556310653687,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
46,1,TRUE,69.4336826078599,4.92009115219116,21,0.188852067456581,0.390410597088876,"case_norm_mode",1e-04,1e-05,1e-08,10000
1,108,TRUE,66.201993073627,0.641731977462769,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,50,TRUE,66.1783151361197,0.677376985549927,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,35,TRUE,66.1772652012965,0.702740907669067,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,16,TRUE,66.1772628471412,0.716473817825317,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,5,TRUE,66.1772591973103,0.721966981887817,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,10,TRUE,66.1772588396596,0.731899976730347,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,6,TRUE,66.1772576963105,0.73769998550415,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,5,TRUE,66.1772570027677,0.743721961975098,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,4,TRUE,66.1772562634704,0.749812841415405,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,4,TRUE,66.1772556400021,0.754755973815918,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,3,TRUE,66.1772555537145,0.758955955505371,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,4,TRUE,66.1772548941714,0.763582944869995,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,5,TRUE,66.1772546661887,0.769755840301514,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,5,TRUE,66.1772540565258,0.775429964065552,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,4,TRUE,66.1772538871393,0.781447887420654,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,4,TRUE,66.177253409022,0.7861328125,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,3,TRUE,66.1772532955964,0.790576934814453,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,2,TRUE,66.177252973613,0.794001817703247,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,2,TRUE,66.1772529047102,0.798858880996704,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,1,TRUE,66.1772529016703,0.801828861236572,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,1,TRUE,66.1772526054013,0.804457902908325,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,41,TRUE,66.1772510875827,0.83443284034729,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,278,TRUE,66.1772508828206,5.04356789588928,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,13,TRUE,66.177250882103,5.05806589126587,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
25,2,TRUE,66.1772508820352,5.06392478942871,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
26,2,TRUE,66.1772508819747,5.0699999332428,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
27,2,TRUE,66.1772508819439,5.07709193229675,22,0.161556759475561,0.333983481251,"case_norm_mode",1e-04,1e-05,1e-08,10000
1,97,TRUE,63.1190785978092,0.639065980911255,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,47,TRUE,63.0979118059546,0.671687126159668,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,32,TRUE,63.0970527035894,0.696056127548218,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,15,TRUE,63.0970508473697,0.714643955230713,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,7,TRUE,63.0970488176964,0.723514080047607,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,16,TRUE,63.097047384509,0.737092971801758,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,17,TRUE,63.0970440464333,0.749966144561768,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,17,TRUE,63.0970434611645,0.763844966888428,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,16,TRUE,63.0970427695464,0.776870965957642,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,17,TRUE,63.0970420228705,0.790465116500854,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,17,TRUE,63.0970415599846,0.803745031356812,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,16,TRUE,63.0970396182319,0.81695294380188,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,32,TRUE,63.0970391572253,0.842512130737305,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,3,TRUE,63.0970391561209,0.847027063369751,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,14,TRUE,63.0970391271699,0.860435962677002,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,1,TRUE,63.097039119362,0.863925933837891,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,8,TRUE,63.0970391095701,0.874145030975342,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,1,TRUE,63.0970390916641,0.877249002456665,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,1,TRUE,63.0970390859879,0.881865978240967,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,1,TRUE,63.0970390848712,0.884912967681885,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,1,TRUE,63.0970390654986,0.887829065322876,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,204,TRUE,63.0970389061247,5.00848293304443,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,14,TRUE,63.0970389046181,5.02303910255432,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,4,TRUE,63.0970389044522,5.02999901771545,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
25,12,TRUE,63.0970389044278,5.04539394378662,23,0.138206517322057,0.285711931439055,"case_norm_mode",1e-04,1e-05,1e-08,10000
1,88,TRUE,60.2086633068876,0.063183069229126,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,43,TRUE,60.1897517614091,0.121443033218384,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,28,TRUE,60.1890449788638,0.143122911453247,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,14,TRUE,60.189044311711,0.154733896255493,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,7,TRUE,60.1890413778499,0.162944078445435,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,16,TRUE,60.1890411791114,0.174776077270508,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,19,TRUE,60.189035551118,0.189806938171387,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,19,TRUE,60.1890336848244,0.205058097839355,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,9,TRUE,60.1890335032858,0.214415073394775,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,5,TRUE,60.1890334045961,0.219877004623413,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,7,TRUE,60.1890333791443,0.226685047149658,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,10,TRUE,60.189033088144,0.23655104637146,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,11,TRUE,60.1890326687248,0.246921062469482,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,11,TRUE,60.1890325121579,0.256170988082886,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,11,TRUE,60.1890321904908,0.266582012176514,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,11,TRUE,60.1890321038728,0.276372909545898,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,11,TRUE,60.1890318668385,0.286880016326904,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,11,TRUE,60.1890318222255,0.295476913452148,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,11,TRUE,60.189031646974,0.305974006652832,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,10,TRUE,60.1890308417834,0.315805912017822,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,25,TRUE,60.1890306847375,0.337431907653809,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,3,TRUE,60.1890306385295,0.341866970062256,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,12,TRUE,60.1890306190217,0.356097936630249,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,1,TRUE,60.1890306185254,0.359143972396851,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
25,4,TRUE,60.1890306177164,0.369020938873291,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
26,1,TRUE,60.189030613297,0.371922969818115,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
27,1,TRUE,60.1890306118289,0.374743938446045,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
28,1,TRUE,60.1890306087093,0.377847909927368,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
29,1,TRUE,60.1890306000025,0.380735874176025,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
30,1,TRUE,60.1890305948025,0.384039878845215,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
31,67,TRUE,60.1890305073194,0.435791969299316,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
32,384,TRUE,60.1890305046189,4.72938203811646,24,0.118231149797118,0.244417201296511,"case_norm_mode",1e-04,1e-05,1e-08,10000
1,80,TRUE,57.455517269639,0.054588794708252,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,39,TRUE,57.4371978608123,0.0830938816070557,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,25,TRUE,57.4365174465378,0.10099196434021,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,15,TRUE,57.4365163780525,0.112900972366333,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,10,TRUE,57.4365158487942,0.121981859207153,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,20,TRUE,57.4365111216756,0.137362957000732,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,20,TRUE,57.4365096568036,0.15254282951355,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,19,TRUE,57.4365090230371,0.168720006942749,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,19,TRUE,57.4365087664659,0.185456991195679,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,20,TRUE,57.4365077557657,0.201143980026245,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,19,TRUE,57.4365052872029,0.21692681312561,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,34,TRUE,57.4365050256843,0.270403861999512,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,4,TRUE,57.4365049250071,0.275686979293823,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,4,TRUE,57.4365049196498,0.282384872436523,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,7,TRUE,57.4365049094535,0.290663003921509,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,13,TRUE,57.4365048810573,0.30459189414978,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,1,TRUE,57.4365048732194,0.307812929153442,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,1,TRUE,57.4365048611279,0.310796022415161,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,9,TRUE,57.4365048573828,0.32189679145813,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,1,TRUE,57.436504852294,0.32473087310791,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,1,TRUE,57.4365048463515,0.327812910079956,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,1,TRUE,57.4365048444607,0.330882787704468,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,1,TRUE,57.4365048423202,0.33389401435852,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,1,TRUE,57.4365048338165,0.336853981018066,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
25,1,TRUE,57.4365048329608,0.341247797012329,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
26,1,TRUE,57.436504830893,0.344131946563721,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
27,1,TRUE,57.4365048242352,0.347320795059204,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
28,1,TRUE,57.4365048240484,0.350409984588623,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
29,1,TRUE,57.4365048226387,0.353461980819702,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
30,1,TRUE,57.4365048220136,0.356210947036743,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
31,1,TRUE,57.4365048166926,0.359333992004395,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
32,2,TRUE,57.436504816346,0.366366863250732,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
33,1,TRUE,57.4365048122976,0.36916995048523,25,0.101142877001776,0.209090911915109,"case_norm_mode",1e-04,1e-05,1e-08,10000
1,78,TRUE,54.8501116720915,0.653510093688965,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
2,38,TRUE,54.8338777990841,0.681544065475464,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
3,24,TRUE,54.8333193357114,0.699058055877686,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
4,16,TRUE,54.8333192833192,0.713048934936523,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
5,4,TRUE,54.8333187226212,0.719247102737427,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
6,14,TRUE,54.8333166980003,0.730905055999756,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
7,11,TRUE,54.8333159008641,0.741751909255981,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
8,6,TRUE,54.8333158819342,0.747818946838379,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
9,6,TRUE,54.8333156693928,0.755059957504272,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
10,11,TRUE,54.8333156428287,0.764034032821655,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
11,15,TRUE,54.8333140841075,0.777236938476562,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
12,11,TRUE,54.8333140035042,0.787664890289307,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
13,6,TRUE,54.8333137126442,0.794027090072632,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
14,4,TRUE,54.8333136846148,0.799025058746338,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
15,2,TRUE,54.8333136004155,0.804488897323608,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
16,3,TRUE,54.8333135135871,0.809233903884888,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
17,2,TRUE,54.8333135016783,0.812973022460938,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
18,1,TRUE,54.833313492576,0.816193103790283,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
19,2,TRUE,54.833313413479,0.82016110420227,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
20,1,TRUE,54.8333134003302,0.823035001754761,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
21,2,TRUE,54.833313369164,0.828808069229126,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
22,1,TRUE,54.8333133640507,0.831944942474365,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
23,1,TRUE,54.8333133416033,0.834894895553589,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
24,1,TRUE,54.8333133358385,0.838156938552856,26,0.0865244192055192,0.178870428159656,"case_norm_mode",1e-04,1e-05,1e-08,10000
