"outer_iter","training_loss","delta_loss","relative_obj_change","oracle_gap_abs","oracle_gap_rel","local_norm","step_size","line_search_halvings","line_search_success","line_search_forced","armijo_lhs","armijo_rhs","inner_iters","inner_converged","admm_tol_used","direction_norm_fro","refinement_triggered","refinement_rounds","subproblem_attempts","stop_mode_hit","min_eig","max_eig","kappa","nnz_gamma_total","nnz_gamma_pen","gamma_pen_sparsity","nnz_omega_offdiag_upper","omega_offdiag_sparsity","elapsed_sec","path_index","lambda_gamma","lambda_Omega","solver_tol"
2,84.2145697123224,-0.0429821320036865,0.000504144572227088,NA,NA,0.299374686800563,0.76960095510425,0,TRUE,FALSE,NA,NA,209,TRUE,1e-07,0.354702456790171,FALSE,0,1,NA,0.137340706696362,0.735992494568838,5.35888093393899,170,120,0.048,51,0.0416326530612245,3.83983111381531,17,0.352621009406314,0.728967284724337,1e-05
3,84.2114827276108,-0.00308698471161506,3.62260200577962e-05,NA,NA,0.0785571017005419,0.927164633586222,0,TRUE,FALSE,NA,NA,225,TRUE,1e-07,0.0966510983783715,FALSE,0,1,NA,0.13713259563612,0.742583701128618,5.41507799574548,170,120,0.048,51,0.0416326530612245,5.71296405792236,17,0.352621009406314,0.728967284724337,1e-05
4,84.2114613847698,-2.13428409381322e-05,2.50469071244275e-07,NA,NA,0.00652287001732766,0.993519402080536,0,TRUE,FALSE,NA,NA,73,TRUE,1e-07,0.00812987403077925,FALSE,0,1,"relative_change",0.1371263358124,0.743175619670115,5.41964178702215,170,120,0.048,51,0.0416326530612245,5.76454710960388,17,0.352621009406314,0.728967284724337,1e-05
0,80.4809213814245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.1371263358124,0.743175619670115,5.41964178702215,170,120,0.048,51,0.0416326530612245,0,18,0.301655726463164,0.623607640995718,1e-05
1,80.3039326741901,-0.176988707234429,0.00217214906549618,NA,NA,0.641672901361963,0.609134742475423,0,TRUE,FALSE,NA,NA,221,TRUE,1e-07,0.773237163161408,FALSE,0,1,NA,0.131549944790044,0.777675560673414,5.91163730182175,179,129,0.0516,65,0.0530612244897959,0.175801992416382,18,0.301655726463164,0.623607640995718,1e-05
2,80.2648436427795,-0.0390890314105263,0.000480776638039984,NA,NA,0.28490492889634,0.778267697096425,0,TRUE,FALSE,NA,NA,124,TRUE,1e-07,0.364390953778909,FALSE,0,1,NA,0.12922838847474,0.798348993341904,6.17781435460643,179,129,0.0516,65,0.0530612244897959,0.260578870773315,18,0.301655726463164,0.623607640995718,1e-05
3,80.262240405332,-0.00260323744757329,3.20339931867277e-05,NA,NA,0.072113874874378,0.932736739478511,0,TRUE,FALSE,NA,NA,112,TRUE,1e-07,0.0953626554407669,FALSE,0,1,NA,0.128718728211153,0.80479161911618,6.25232730544063,179,129,0.0516,65,0.0530612244897959,0.338006973266602,18,0.301655726463164,0.623607640995718,1e-05
4,80.2622249279084,-1.54774235170407e-05,1.90462672944287e-07,NA,NA,0.00555942509970695,0.994471311231402,0,TRUE,FALSE,NA,NA,81,TRUE,1e-07,0.00741676086828713,FALSE,0,1,"relative_change",0.128689844646854,0.80532172785531,6.25784987203339,179,129,0.0516,65,0.0530612244897959,0.392957925796509,18,0.301655726463164,0.623607640995718,1e-05
0,76.6812620812471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.128689844646854,0.80532172785531,6.25784987203339,179,129,0.0516,65,0.0530612244897959,0,19,0.258056595837054,0.533475915939497,1e-05
1,76.5164173232275,-0.164844758019612,0.00212206590885715,NA,NA,0.61665654233128,0.618560574751371,0,TRUE,FALSE,NA,NA,162,TRUE,1e-07,0.803984666224295,FALSE,0,1,NA,0.122866807826288,0.841401826396184,6.84808078993779,195,145,0.058,77,0.0628571428571429,0.669648170471191,19,0.258056595837054,0.533475915939497,1e-05
2,76.4818928203344,-0.034524502893106,0.000445383108318151,NA,NA,0.267124994122772,0.789188126379196,0,TRUE,FALSE,NA,NA,117,TRUE,1e-07,0.369178683909856,FALSE,0,1,NA,0.120596932219011,0.862343428700027,7.1506249191643,195,145,0.058,77,0.0628571428571429,0.749721050262451,19,0.258056595837054,0.533475915939497,1e-05
3,76.4798190093835,-0.00207381095087555,2.67651044055457e-05,NA,NA,0.0643489499515545,0.939541491580855,0,TRUE,FALSE,NA,NA,108,TRUE,1e-07,0.0917225428947204,FALSE,0,1,NA,0.120144844817714,0.868470442204911,7.22852856085978,195,145,0.058,77,0.0628571428571429,0.822782039642334,19,0.258056595837054,0.533475915939497,1e-05
4,76.4798090054793,-1.00039042365552e-05,1.29116257168123e-07,NA,NA,0.00446855338661278,0.995551325751765,0,TRUE,FALSE,NA,NA,76,TRUE,1e-07,0.00640788237381479,FALSE,0,1,"relative_change",0.120123315964898,0.868918405396698,7.23355327329299,195,145,0.058,77,0.0628571428571429,0.875133991241455,19,0.258056595837054,0.533475915939497,1e-05
0,73.0578149752664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.120123315964898,0.868918405396698,7.23355327329299,195,145,0.058,77,0.0628571428571429,0,20,0.220758967302882,0.456371176647336,1e-05
1,72.9021703952695,-0.155644579996945,0.00210166314046569,NA,NA,0.59738367976976,0.626023674001813,0,TRUE,FALSE,NA,NA,235,TRUE,1e-07,0.832087046144834,FALSE,0,1,NA,0.114050569593216,0.90605071769547,7.94428928261457,218,168,0.0672,93,0.0759183673469388,4.79212284088135,20,0.220758967302882,0.456371176647336,1e-05
2,72.8710971192484,-0.0310732760210612,0.000420464999266791,NA,NA,0.252975454340316,0.798100231362069,0,TRUE,FALSE,NA,NA,127,TRUE,1e-07,0.373913317373635,FALSE,0,1,NA,0.111931449724669,0.927002206224875,8.28187438387629,218,168,0.0672,93,0.0759183673469388,4.87803387641907,20,0.220758967302882,0.456371176647336,1e-05
3,72.8693899937118,-0.00170712553662611,2.31095191921996e-05,NA,NA,0.0583727033247233,0.944846741472684,0,TRUE,FALSE,NA,NA,111,TRUE,1e-07,0.0888792885021197,FALSE,0,1,NA,0.111576981907614,0.932798313658239,8.36013215011139,218,168,0.0672,93,0.0759183673469388,4.98070597648621,20,0.220758967302882,0.456371176647336,1e-05
4,72.86938310173,-6.89198179770756e-06,9.32995628946475e-08,NA,NA,0.00370697227750136,0.996306718614209,0,TRUE,FALSE,NA,NA,77,TRUE,1e-07,0.00566721787315738,FALSE,0,1,"relative_change",0.111565387792733,0.933180575042751,8.36442729689985,218,168,0.0672,93,0.0759183673469388,5.05959296226501,20,0.220758967302882,0.456371176647336,1e-05
0,69.6068167823764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.111565387792733,0.933180575042751,8.36442729689985,218,168,0.0672,93,0.0759183673469388,0,21,0.188852067456581,0.390410597088876,1e-05
1,69.4622528368427,-0.144563945533761,0.00204745026219401,NA,NA,0.573464829143413,0.635540103266493,0,TRUE,FALSE,NA,NA,256,TRUE,1e-07,0.853177622874574,FALSE,0,1,NA,0.106069256820942,0.971031883922779,9.15469678044412,240,190,0.076,114,0.0930612244897959,4.82672595977783,21,0.188852067456581,0.390410597088876,1e-05
2,69.4350230282222,-0.027229808620433,0.000386445330998491,NA,NA,0.236337539577613,0.808840602172157,0,TRUE,FALSE,NA,NA,133,TRUE,1e-07,0.373079266246643,FALSE,0,1,NA,0.104296340226888,0.991662499623833,9.50812365483345,240,190,0.076,114,0.0930612244897959,4.91646194458008,21,0.188852067456581,0.390410597088876,1e-05
3,69.433686795835,-0.00133623238720304,1.89711358036702e-05,NA,NA,0.051634357025291,0.950900846211085,0,TRUE,FALSE,NA,NA,109,TRUE,1e-07,0.0838446713367919,FALSE,0,1,NA,0.104042835358683,0.996992287598003,9.58251747139451,240,190,0.076,114,0.0930612244897959,4.99496603012085,21,0.188852067456581,0.390410597088876,1e-05
4,69.4336824987084,-4.29712660832138e-06,6.10095368254311e-08,NA,NA,0.00292427565160878,0.997084250802775,0,TRUE,FALSE,NA,NA,73,TRUE,1e-07,0.00476480371556061,FALSE,0,1,"relative_change",0.104037567607534,0.997301775482466,9.58597743504185,240,190,0.076,114,0.0930612244897959,5.04461002349854,21,0.188852067456581,0.390410597088876,1e-05
0,66.3356359987721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.104037567607534,0.997301775482466,9.58597743504185,240,190,0.076,114,0.0930612244897959,0,22,0.161556759475561,0.333983481251,1e-05
1,66.2019749155436,-0.133661083228475,0.00198499770954732,NA,NA,0.549206498224808,0.645491741188713,0,TRUE,FALSE,NA,NA,303,TRUE,1e-07,0.869648387258566,FALSE,0,1,NA,0.0992296512812029,1.03542177075313,10.4346005189406,282,232,0.0928,136,0.111020408163265,4.88066291809082,22,0.161556759475561,0.333983481251,1e-05
2,66.1782863325898,-0.023688582953838,0.000352498315467793,NA,NA,0.220007192708333,0.81966729866573,0,TRUE,FALSE,NA,NA,153,TRUE,1e-07,0.369475703367684,FALSE,0,1,NA,0.0978147761811932,1.05543848745806,10.7901743342229,283,233,0.0932,136,0.111020408163265,4.9852409362793,22,0.161556759475561,0.333983481251,1e-05
3,66.17725350484,-0.00103282774981039,1.53744283487229e-05,NA,NA,0.0453848940135235,0.95658546983659,0,TRUE,FALSE,NA,NA,120,TRUE,1e-07,0.0782625241432597,FALSE,0,1,NA,0.097646546801233,1.06024707919496,10.8580089509276,283,233,0.0932,136,0.111020408163265,5.0653178691864,22,0.161556759475561,0.333983481251,1e-05
4,66.1772508822702,-2.62256978089681e-06,3.90395505036219e-08,NA,NA,0.00227473974683415,0.997730422950289,0,TRUE,FALSE,NA,NA,67,TRUE,1e-07,0.00393171081434336,FALSE,0,1,"relative_change",0.097645165380418,1.06049079651112,10.8606585116583,283,233,0.0932,136,0.111020408163265,5.11224389076233,22,0.161556759475561,0.333983481251,1e-05
0,63.2444718793661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.097645165380418,1.06049079651112,10.8606585116583,283,233,0.0932,136,0.111020408163265,0,23,0.138206517322057,0.285711931439055,1e-05
1,63.1190664907897,-0.125405388576411,0.00195200279351488,NA,NA,0.530301052909733,0.653466190916217,0,TRUE,FALSE,NA,NA,281,TRUE,1e-07,0.885004767456113,FALSE,0,1,NA,0.0933384390835703,1.09828765958766,11.7667240889288,331,281,0.1124,159,0.129795918367347,4.87349390983582,23,0.138206517322057,0.285711931439055,1e-05
2,63.0978823596858,-0.0211841311038867,0.000330387391197121,NA,NA,0.207760575743391,0.827978673988831,0,TRUE,FALSE,NA,NA,174,TRUE,1e-07,0.367929236078445,FALSE,0,1,NA,0.092132382683552,1.1174764876781,12.129030587609,331,281,0.1124,159,0.129795918367347,4.98895192146301,23,0.138206517322057,0.285711931439055,1e-05
3,63.0970406675763,-0.000841692109460723,1.31313559586503e-05,NA,NA,0.0409745963888465,0.960638236004041,0,TRUE,FALSE,NA,NA,133,TRUE,1e-07,0.074478454847469,FALSE,0,1,NA,0.0920050604497655,1.12181149727057,12.1929325603028,330,280,0.112,159,0.129795918367347,5.07841110229492,23,0.138206517322057,0.285711931439055,1e-05
4,63.0970389054306,-1.76214573599509e-06,2.7491842332223e-08,NA,NA,0.00186760312465687,0.998135878314827,0,TRUE,FALSE,NA,NA,63,TRUE,1e-07,0.00339972431409008,FALSE,0,1,"relative_change",0.0920048759081515,1.12200794675556,12.195092223978,330,280,0.112,159,0.129795918367347,5.12207102775574,23,0.138206517322057,0.285711931439055,1e-05
0,60.3261653713526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0920048759081515,1.12200794675556,12.195092223978,330,280,0.112,159,0.129795918367347,0,24,0.118231149797118,0.244417201296511,1e-05
1,60.2086435895712,-0.11752178178142,0.00191633996793672,NA,NA,0.511740342428771,0.661489259718633,0,TRUE,FALSE,NA,NA,263,TRUE,1e-07,0.90093752834431,FALSE,0,1,NA,0.0882141856447529,1.1590344937758,13.1388674656403,394,344,0.1376,182,0.148571428571429,0.177510023117065,24,0.118231149797118,0.244417201296511,1e-05
2,60.1897164575094,-0.0189271320618047,0.000309223190579403,NA,NA,0.196123783301392,0.836033873718258,0,TRUE,FALSE,NA,NA,329,TRUE,1e-07,0.366656522992194,FALSE,0,1,NA,0.0871887559877544,1.17719478401929,13.5016811592612,394,344,0.1376,182,0.148571428571429,4.48452806472778,24,0.118231149797118,0.244417201296511,1e-05
3,60.1890317065544,-0.000684750955002755,1.11906214744148e-05,NA,NA,0.0369443057383733,0.96437194791087,0,TRUE,FALSE,NA,NA,143,TRUE,1e-07,0.0708728451188318,FALSE,0,1,NA,0.0870894989697621,1.18104890148728,13.5613238732415,395,345,0.138,181,0.147755102040816,4.5814859867096,24,0.118231149797118,0.244417201296511,1e-05
4,60.1890305064577,-1.20009674731136e-06,1.96129390160428e-08,NA,NA,0.0015285408681456,0.998473792003151,0,TRUE,FALSE,NA,NA,61,TRUE,1e-07,0.00293817072334042,FALSE,0,1,"relative_change",0.0870895792151325,1.18120522021761,13.563106296561,395,345,0.138,181,0.147755102040816,4.6239800453186,24,0.118231149797118,0.244417201296511,1e-05
0,57.5707267972422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0870895792151325,1.18120522021761,13.563106296561,395,345,0.138,181,0.147755102040816,0,25,0.101142877001776,0.209090911915109,1e-05
1,57.4554673279044,-0.115259469337794,0.00196786817648335,NA,NA,0.506335787384149,0.66386260512111,0,TRUE,FALSE,NA,NA,240,TRUE,1e-07,0.930458628569979,FALSE,0,1,NA,0.0837533565013868,1.21677054664188,14.5280212933523,480,430,0.172,217,0.177142857142857,0.162131071090698,25,0.101142877001776,0.209090911915109,1e-05
2,57.437155402181,-0.0183119257233031,0.000313262840250388,NA,NA,0.192780475221565,0.838377237701049,0,TRUE,FALSE,NA,NA,201,TRUE,1e-07,0.377513832766642,FALSE,0,1,NA,0.0828682101936877,1.23388633420263,14.8897427773409,479,429,0.1716,217,0.177142857142857,0.297608137130737,25,0.101142877001776,0.209090911915109,1e-05
3,57.4365058776565,-0.000649524524554579,1.1114923717357e-05,NA,NA,0.0359580250229357,0.965290075317347,0,TRUE,FALSE,NA,NA,165,TRUE,1e-07,0.0724603748989092,FALSE,0,1,NA,0.0827864270889778,1.23742558889224,14.9472036951452,479,429,0.1716,217,0.177142857142857,0.411565065383911,25,0.101142877001776,0.209090911915109,1e-05
4,57.4365047560436,-1.12161287546542e-06,1.91937019269024e-08,NA,NA,0.00146113199201317,0.998540999799856,0,TRUE,FALSE,NA,NA,101,TRUE,1e-07,0.00295104364770799,FALSE,0,1,"relative_change",0.0827864672464349,1.23756446071514,14.9488739147572,479,429,0.1716,216,0.176326530612245,0.481061935424805,25,0.101142877001776,0.209090911915109,1e-05
0,54.9577113513265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0827864672464349,1.23756446071514,14.9488739147572,479,429,0.1716,216,0.176326530612245,0,26,0.0865244192055192,0.178870428159656,1e-05
1,54.8500562997147,-0.107655051611808,0.0019238644507082,NA,NA,0.487791414344484,0.672137229962842,0,TRUE,FALSE,NA,NA,229,TRUE,1e-07,0.946318535295362,FALSE,0,1,NA,0.0798753154436985,1.27163935646548,15.9203046573483,576,526,0.2104,248,0.202448979591837,0.753170013427734,26,0.0865244192055192,0.178870428159656,1e-05
2,54.8338322213969,-0.0162240783178333,0.000290493499787506,NA,NA,0.181197452921082,0.84659850690248,0,TRUE,FALSE,NA,NA,186,TRUE,1e-07,0.375904887817676,FALSE,0,1,NA,0.0791410836431943,1.28750779146963,16.2685135482138,578,528,0.2112,248,0.202448979591837,0.877275943756104,26,0.0865244192055192,0.178870428159656,1e-05
3,54.8333136467849,-0.000518574611966471,9.28782050836448e-06,NA,NA,0.0320766333777529,0.968920298803032,0,TRUE,FALSE,NA,NA,151,TRUE,1e-07,0.0686935779260249,FALSE,0,1,"relative_change",0.079082017541781,1.29058824333258,16.3196170690856,577,527,0.2108,247,0.201632653061224,0.978157997131348,26,0.0865244192055192,0.178870428159656,1e-05
0,52.4922170760529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.079082017541781,1.29058824333258,16.3196170690856,577,527,0.2108,247,0.201632653061224,0,27,0.0740188072633227,0.153017793920229,1e-05
1,52.3918084281272,-0.100408647925697,0.00187707022468222,NA,NA,0.469661440679307,0.680428820081025,0,TRUE,FALSE,NA,NA,212,TRUE,1e-07,0.970422924709674,FALSE,0,1,NA,0.0766293583243356,1.32316849890727,17.2671222602038,701,651,0.2604,276,0.22530612244898,0.694936037063599,27,0.0740188072633227,0.153017793920229,1e-05
2,52.3774277454815,-0.014380682645708,0.000269342490338502,NA,NA,0.170446179699744,0.854375038634012,0,TRUE,FALSE,NA,NA,182,TRUE,1e-07,0.377263558175574,FALSE,0,1,NA,0.0760352492746384,1.33798807259606,17.5969446455454,701,651,0.2604,276,0.22530612244898,0.817909955978394,27,0.0740188072633227,0.153017793920229,1e-05
3,52.3770137069811,-0.000414038500402114,7.75680878397448e-06,NA,NA,0.0286950191747626,0.972105416435493,0,TRUE,FALSE,NA,NA,143,TRUE,1e-07,0.0656843419524023,FALSE,0,1,"relative_change",0.0759926573307654,1.34071346393245,17.6426711609369,701,651,0.2604,276,0.22530612244898,0.914525032043457,27,0.0740188072633227,0.153017793920229,1e-05
0,50.1694401480129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0759926573307654,1.34071346393245,17.6426711609369,701,651,0.2604,276,0.22530612244898,0,28,0.0633206657610876,0.130901711910223,1e-05
1,50.0765178852399,-0.0929222627729729,0.00181597184773149,NA,NA,0.450341918873995,0.689492585842359,0,TRUE,FALSE,NA,NA,209,TRUE,1e-07,0.986934829559025,FALSE,0,1,NA,0.0739826392948037,1.37180466439288,18.5422509587223,834,784,0.3136,304,0.248163265306122,0.695019006729126,28,0.0633206657610876,0.130901711910223,1e-05
2,50.0639622137562,-0.0125556714836819,0.000245820819498547,NA,NA,0.159083453201713,0.86275064771024,0,TRUE,FALSE,NA,NA,143,TRUE,1e-07,0.373928330442905,FALSE,0,1,NA,0.0735098836647717,1.385443670744,18.8470393595242,834,784,0.3136,302,0.246530612244898,0.819720983505249,28,0.0633206657610876,0.130901711910223,1e-05
3,50.0636408733226,-0.000321340433593775,6.29290050483409e-06,NA,NA,0.0252633254060161,0.975359183558027,0,TRUE,FALSE,NA,NA,112,TRUE,1e-07,0.0615210778901083,FALSE,0,1,"relative_change",0.0734789971640003,1.38778287625206,18.8867966332558,832,782,0.3128,301,0.245714285714286,0.896583080291748,28,0.0633206657610876,0.130901711910223,1e-05
0,47.9883767655005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0734789971640003,1.38778287625206,18.8867966332558,832,782,0.3128,301,0.245714285714286,0,29,0.054168756032011,0.111982127973692,1e-05
1,47.9028831312797,-0.0854936342208177,0.00174518201797259,NA,NA,0.430279633462744,0.699163979269546,0,TRUE,FALSE,NA,NA,326,TRUE,1e-07,1.00661862922454,FALSE,0,1,NA,0.0718365569367685,1.41730830246736,19.7296246215544,967,917,0.3668,322,0.262857142857143,5.96112084388733,29,0.054168756032011,0.111982127973692,1e-05
2,47.8920296120159,-0.0108535192637902,0.000221940273636913,NA,NA,0.147413427430894,0.871525446794746,0,TRUE,FALSE,NA,NA,156,TRUE,1e-07,0.370511308690429,FALSE,0,1,NA,0.0714593807571495,1.44702333588586,20.2495924335461,965,915,0.366,319,0.260408163265306,6.09215188026428,29,0.054168756032011,0.111982127973692,1e-05
3,47.8917797646142,-0.000249847401640579,5.11018674461361e-06,NA,NA,0.0219310421435214,0.978539606647509,0,TRUE,FALSE,NA,NA,103,TRUE,1e-07,0.0571921410169895,FALSE,0,1,"relative_change",0.0714361385168544,1.45349324497135,20.3467499104591,965,915,0.366,318,0.259591836734694,6.16093397140503,29,0.054168756032011,0.111982127973692,1e-05
0,45.9455410692622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0714361385168544,1.45349324497135,20.3467499104591,965,915,0.366,318,0.259591836734694,0,30,0.0463395969512803,0.0957970434650741,1e-05
1,45.8669430246362,-0.0785980446259913,0.00167423876337967,NA,NA,0.411567532716204,0.7084322760497,0,TRUE,FALSE,NA,NA,255,TRUE,1e-07,1.02575481123254,FALSE,0,1,NA,0.0700431806574567,1.53678549311362,21.9405440856435,1092,1042,0.4168,338,0.275918367346939,5.34054088592529,30,0.0463395969512803,0.0957970434650741,1e-05
2,45.8576051260459,-0.00933789859028167,0.000199242749529729,NA,NA,0.136941293261624,0.879552889781344,0,TRUE,FALSE,NA,NA,170,TRUE,1e-07,0.366521744880999,FALSE,0,1,NA,0.0697302330035722,1.57549118145775,22.5940903048042,1091,1041,0.4164,335,0.273469387755102,5.45643901824951,30,0.0463395969512803,0.0957970434650741,1e-05
3,45.8574208752924,-0.00018425075349171,3.9321419222361e-06,NA,NA,0.0191190836323711,0.981239598061272,0,TRUE,FALSE,NA,NA,114,TRUE,1e-07,0.0531163089940529,FALSE,0,1,"relative_change",0.0697117389153907,1.58191311160078,22.6922055913819,1091,1041,0.4164,334,0.27265306122449,5.5332338809967,30,0.0463395969512803,0.0957970434650741,1e-05
0,44.0376743513688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0697117389153907,1.58191311160078,22.6922055913819,1091,1041,0.4164,334,0.27265306122449,0,31,0.03964200773483,0.0819512336719061,1e-05
1,43.9678681100724,-0.0698062412963125,0.00154995217452189,NA,NA,0.386319687173982,0.721334342469379,0,TRUE,FALSE,NA,NA,285,TRUE,1e-07,1.0290976415302,FALSE,0,1,NA,0.0685422234607245,1.67179523650921,24.390735405121,1232,1182,0.4728,365,0.297959183673469,3.70202589035034,31,0.03964200773483,0.0819512336719061,1e-05
2,43.9603189156682,-0.00754919440428381,0.000167879748842104,NA,NA,0.123015783585088,0.890459434868871,0,TRUE,FALSE,NA,NA,318,TRUE,1e-07,0.351568728816229,FALSE,0,1,NA,0.0682877542712821,1.71080887515676,25.0529380181452,1232,1182,0.4728,363,0.296326530612245,7.64157199859619,31,0.03964200773483,0.0819512336719061,1e-05
3,43.9601959144122,-0.00012300125597875,2.73577365430754e-06,NA,NA,0.0156005510156671,0.984639087680619,0,TRUE,FALSE,NA,NA,119,TRUE,1e-07,0.0461887359133413,FALSE,0,1,"relative_change",0.0682736222450748,1.71659687645882,25.1429002887371,1231,1181,0.4724,363,0.296326530612245,7.72152590751648,31,0.03964200773483,0.0819512336719061,1e-05
0,42.2668837382085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0682736222450748,1.71659687645882,25.1429002887371,1231,1181,0.4724,363,0.296326530612245,0,32,0.0339124394823833,0.0701065967948781,1e-05
1,42.2041921174616,-0.0626916207469606,0.00144895160756859,NA,NA,0.364883872485927,0.732663063985548,0,TRUE,FALSE,NA,NA,333,TRUE,1e-07,1.04310597624048,FALSE,0,1,NA,0.067300770636369,1.80978930222558,26.8910635808913,1330,1280,0.512,390,0.318367346938775,3.21037006378174,32,0.0339124394823833,0.0701065967948781,1e-05
2,42.1979614380241,-0.0062306794374507,0.000144214696122798,NA,NA,0.111688371226516,0.899532662104497,0,TRUE,FALSE,NA,NA,332,TRUE,1e-07,0.341782534376502,FALSE,0,1,NA,0.0670917030505058,1.84807340752101,27.545483621571,1331,1281,0.5124,389,0.317551020408163,6.39301919937134,32,0.0339124394823833,0.0701065967948781,1e-05
3,42.1978761090663,-8.53289578159888e-05,1.97530056918102e-06,NA,NA,0.0130269002413436,0.987140617649699,0,TRUE,FALSE,NA,NA,403,TRUE,1e-07,0.0412828888410092,FALSE,0,1,"relative_change",0.0670800929306778,1.85322958083023,27.6271170754847,1330,1280,0.512,388,0.316734693877551,9.54120016098022,32,0.0339124394823833,0.0701065967948781,1e-05
0,40.6277453445542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0670800929306778,1.85322958083023,27.6271170754847,1330,1280,0.512,388,0.316734693877551,0,33,0.0290109814653977,0.059973897816312,1e-05
1,40.5723477414301,-0.0553976031241419,0.0013307855773983,NA,NA,0.341532374523427,0.745416226242952,0,TRUE,FALSE,NA,NA,210,TRUE,1e-07,1.04605313163335,FALSE,0,1,NA,0.0662783601752335,1.94715150008604,29.3783897932592,1445,1395,0.558,420,0.342857142857143,0.141104936599731,33,0.0290109814653977,0.059973897816312,1e-05
2,40.5673441417886,-0.0050035996415474,0.000120358842196466,NA,NA,0.0997503629000552,0.909297267575332,0,TRUE,FALSE,NA,NA,150,TRUE,1e-07,0.325897536702216,FALSE,0,1,NA,0.0661119343730371,1.98349699919358,30.0021020108364,1446,1396,0.5584,418,0.341224489795918,0.244316101074219,33,0.0290109814653977,0.059973897816312,1e-05
3,40.5672858126465,-5.83291420497289e-05,1.40324437978922e-06,NA,NA,0.0105135577746199,0.98959582709828,0,TRUE,FALSE,NA,NA,118,TRUE,1e-07,0.0354626170361136,FALSE,0,1,"relative_change",0.0661030404312391,1.9878601313077,30.0721437068464,1444,1394,0.5576,412,0.336326530612245,0.324422121047974,33,0.0290109814653977,0.059973897816312,1e-05
0,39.1175732636616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0661030404312391,1.9878601313077,30.0721437068464,1444,1394,0.5576,412,0.336326530612245,0,34,0.0248179446371843,0.0513057056500027,1e-05
1,39.0696573965527,-0.0479158671089479,0.00119438598127644,NA,NA,0.316608869127995,0.759527011740633,0,TRUE,FALSE,NA,NA,168,TRUE,1e-07,1.02458011463222,FALSE,0,1,NA,0.0654300420695817,2.08158754975871,31.8139417906081,1540,1490,0.596,447,0.364897959183673,0.720364093780518,34,0.0248179446371843,0.0513057056500027,1e-05
2,39.0658213100143,-0.00383608653839929,9.5735446411112e-05,NA,NA,0.0874061875210206,0.91961956026728,0,TRUE,FALSE,NA,NA,143,TRUE,1e-07,0.301178367216337,FALSE,0,1,NA,0.0652965311111734,2.11537961962397,32.3965084151614,1541,1491,0.5964,447,0.364897959183673,0.820077180862427,34,0.0248179446371843,0.0513057056500027,1e-05
3,39.0657867508835,-3.45591307464588e-05,8.62558899742831e-07,NA,NA,0.00816855439552166,0.991897630252493,0,TRUE,FALSE,NA,NA,109,TRUE,1e-07,0.0290195288248497,FALSE,0,1,"relative_change",0.0652899576674741,2.11892572699981,32.4540833337898,1538,1488,0.5952,441,0.36,0.893539190292358,34,0.0248179446371843,0.0513057056500027,1e-05
0,37.7351364992337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0652899576674741,2.11892572699981,32.4540833337898,1538,1488,0.5952,441,0.36,0,35,0.021230938937691,0.0438903511041895,1e-05
1,37.6945346429822,-0.0406018562515769,0.00104819189813311,NA,NA,0.290354843398839,0.774980622668076,0,TRUE,FALSE,NA,NA,181,TRUE,1e-07,0.990982544874,FALSE,0,1,NA,0.064733904536931,2.21186248992304,34.1685320195874,1648,1598,0.6392,464,0.378775510204082,0.682018041610718,35,0.021230938937691,0.0438903511041895,1e-05
