"path_index","lambda_gamma","lambda_Omega","method","outer_iters","inner_iters_total","converged","stop_reason","elapsed_sec","final_loss","solver_tol","case"
1,4.28601756969282,8.86040963730461,"Prox-Newton",1,111,TRUE,"PN stop modes reached: oracle_change",0.0860881805419922,138.086023084597,1e-04,"case_oracle_change"
2,3.66654767904032,7.57979029781112,"Prox-Newton",1,4000,FALSE,"PN step failed to decrease objective",2.77414321899414,138.086023084597,1e-04,"case_oracle_change"
3,3.13661147302283,6.4842623886032,"Prox-Newton",3,5041,FALSE,"PN step failed to decrease objective",3.40344500541687,137.641763348267,1e-04,"case_oracle_change"
4,2.68326840230086,5.54707413691853,"Prox-Newton",3,194,TRUE,"PN stop modes reached: oracle_change",0.662373065948486,136.31167015277,1e-04,"case_oracle_change"
5,2.29544825067144,4.74534027718437,"Prox-Newton",1,4000,FALSE,"PN step failed to decrease objective",2.78533816337585,134.822801830245,1e-04,"case_oracle_change"
6,1.96368081068312,4.05948321411427,"Prox-Newton",5,1299,TRUE,"PN stop modes reached: oracle_change",47.1714758872986,131.372725439978,1e-04,"case_oracle_change"
7,1.67986462997683,3.47275495603733,"Prox-Newton",3,61,TRUE,"PN stop modes reached: oracle_change",0.0447700023651123,127.864897896804,1e-04,"case_oracle_change"
8,1.4370691813531,2.97082814451621,"Prox-Newton",3,166,TRUE,"PN stop modes reached: oracle_change",1.95693397521973,123.903722143997,1e-04,"case_oracle_change"
9,1.22936562574292,2.54144619357784,"Prox-Newton",3,163,TRUE,"PN stop modes reached: oracle_change",2.0070469379425,119.642086380115,1e-04,"case_oracle_change"
10,1.05168203547115,2.17412399528183,"Prox-Newton",3,270,TRUE,"PN stop modes reached: oracle_change",3.86455678939819,115.188908433994,1e-04,"case_oracle_change"
11,0.899679542499283,1.85989188313518,"Prox-Newton",3,255,TRUE,"PN stop modes reached: oracle_change",4.89293003082275,110.628165792173,1e-04,"case_oracle_change"
12,0.769646387302891,1.5910766011778,"Prox-Newton",2,215,TRUE,"PN stop modes reached: oracle_change",4.82085084915161,106.044845018029,1e-04,"case_oracle_change"
13,0.658407281155739,1.3611139302077,"Prox-Newton",4,1116,TRUE,"PN stop modes reached: oracle_change",18.8248960971832,101.468731395091,1e-04,"case_oracle_change"
14,0.563245868531947,1.16438839565236,"Prox-Newton",2,72,TRUE,"PN stop modes reached: oracle_change",0.695820093154907,96.9782940257019,1e-04,"case_oracle_change"
15,0.481838396230109,0.996096142901866,"Prox-Newton",3,94,TRUE,"PN stop modes reached: oracle_change",0.731778860092163,92.5788605211641,1e-04,"case_oracle_change"
16,0.412196969481073,0.85212763164655,"Prox-Newton",2,76,TRUE,"PN stop modes reached: oracle_change",0.751995086669922,88.3243423699157,1e-04,"case_oracle_change"
17,0.352621009406314,0.728967284724337,"Prox-Newton",2,78,TRUE,"PN stop modes reached: oracle_change",0.709991931915283,84.2175168195559,1e-04,"case_oracle_change"
18,0.301655726463164,0.623607640995718,"Prox-Newton",2,86,TRUE,"PN stop modes reached: oracle_change",0.645751953125,80.2680977317384,1e-04,"case_oracle_change"
19,0.258056595837054,0.533475915939497,"Prox-Newton",2,149,TRUE,"PN stop modes reached: oracle_change",4.79108285903931,76.4846605907982,1e-04,"case_oracle_change"
20,0.220758967302882,0.456371176647336,"Prox-Newton",2,158,TRUE,"PN stop modes reached: oracle_change",4.75271010398865,72.8732133943071,1e-04,"case_oracle_change"
21,0.188852067456581,0.390410597088876,"Prox-Newton",2,173,TRUE,"PN stop modes reached: oracle_change",4.62410092353821,69.4365689991259,1e-04,"case_oracle_change"
22,0.161556759475561,0.333983481251,"Prox-Newton",2,214,TRUE,"PN stop modes reached: oracle_change",4.69814109802246,66.1793669296246,1e-04,"case_oracle_change"
23,0.138206517322057,0.285711931439055,"Prox-Newton",2,144,TRUE,"PN stop modes reached: oracle_change",0.749972105026245,63.098656888699,1e-04,"case_oracle_change"
24,0.118231149797118,0.244417201296511,"Prox-Newton",2,107,TRUE,"PN stop modes reached: oracle_change",1.30504608154297,60.1902929226207,1e-04,"case_oracle_change"
25,0.101142877001776,0.209090911915109,"Prox-Newton",2,112,TRUE,"PN stop modes reached: oracle_change",1.19953918457031,57.4376419306151,1e-04,"case_oracle_change"
26,0.0865244192055192,0.178870428159656,"Prox-Newton",2,118,TRUE,"PN stop modes reached: oracle_change",1.2364649772644,54.8342426985481,1e-04,"case_oracle_change"
27,0.0740188072633227,0.153017793920229,"Prox-Newton",2,127,TRUE,"PN stop modes reached: oracle_change",0.628818035125732,52.3777378921013,1e-04,"case_oracle_change"
28,0.0633206657610876,0.130901711910223,"Prox-Newton",2,138,TRUE,"PN stop modes reached: oracle_change",0.665189027786255,50.0641916777167,1e-04,"case_oracle_change"
29,0.054168756032011,0.111982127973692,"Prox-Newton",2,245,TRUE,"PN stop modes reached: oracle_change",5.70602107048035,47.8921914572394,1e-04,"case_oracle_change"
30,0.0463395969512803,0.0957970434650741,"Prox-Newton",2,213,TRUE,"PN stop modes reached: oracle_change",5.34115791320801,45.8577230266111,1e-04,"case_oracle_change"
31,0.03964200773483,0.0819512336719061,"Prox-Newton",2,146,TRUE,"PN stop modes reached: oracle_change",0.137310981750488,43.9604020388778,1e-04,"case_oracle_change"
32,0.0339124394823833,0.0701065967948781,"Prox-Newton",2,116,TRUE,"PN stop modes reached: oracle_change",0.656859874725342,42.1980296011596,1e-04,"case_oracle_change"
33,0.0290109814653977,0.059973897816312,"Prox-Newton",2,120,TRUE,"PN stop modes reached: oracle_change",0.660569906234741,40.5674001476376,1e-04,"case_oracle_change"
34,0.0248179446371843,0.0513057056500027,"Prox-Newton",2,122,TRUE,"PN stop modes reached: oracle_change",0.621644020080566,39.0658706153254,1e-04,"case_oracle_change"
35,0.021230938937691,0.0438903511041895,"Prox-Newton",1,79,TRUE,"PN stop modes reached: oracle_change",0.606796979904175,37.6949782681236,1e-04,"case_oracle_change"
36,0.0181623730234537,0.0375467581167345,"Prox-Newton",2,127,TRUE,"PN stop modes reached: oracle_change",0.0890610218048096,36.4411277687077,1e-04,"case_oracle_change"
37,0.0155373153684439,0.0321200220460756,"Prox-Newton",1,92,TRUE,"PN stop modes reached: oracle_change",0.0662059783935547,35.3107379124068,1e-04,"case_oracle_change"
38,0.0132916645058849,0.0274776270439327,"Prox-Newton",1,99,TRUE,"PN stop modes reached: oracle_change",0.0669550895690918,34.2914608672787,1e-04,"case_oracle_change"
39,0.0113705837300447,0.0235062101415248,"Prox-Newton",1,102,TRUE,"PN stop modes reached: oracle_change",0.0695879459381104,33.3759912909829,1e-04,"case_oracle_change"
40,0.00972716203487634,0.0201087930312938,"Prox-Newton",1,107,TRUE,"PN stop modes reached: oracle_change",0.073498010635376,32.5570809826677,1e-04,"case_oracle_change"
41,0.00832126859087539,0.0172024139468184,"Prox-Newton",1,111,TRUE,"PN stop modes reached: oracle_change",0.113545894622803,31.8263751932565,1e-04,"case_oracle_change"
42,0.0071185727875427,0.0147161018136279,"Prox-Newton",1,94,TRUE,"PN stop modes reached: oracle_change",0.0635190010070801,31.1750395342216,1e-04,"case_oracle_change"
43,0.00608970591180167,0.0125891432015631,"Prox-Newton",1,58,TRUE,"PN stop modes reached: oracle_change",0.041964054107666,30.5946609665308,1e-04,"case_oracle_change"
44,0.00520954399133618,0.0107695997592715,"Prox-Newton",1,60,TRUE,"PN stop modes reached: oracle_change",0.0420780181884766,30.0775444547357,1e-04,"case_oracle_change"
45,0.00445659429055048,0.00921303992796748,"Prox-Newton",1,74,TRUE,"PN stop modes reached: oracle_change",0.088129997253418,29.6161332700064,1e-04,"case_oracle_change"
46,0.0038124704779531,0.00788145396408534,"Prox-Newton",1,83,TRUE,"PN stop modes reached: oracle_change",0.0556011199951172,29.2044931254022,1e-04,"case_oracle_change"
47,0.00326144364904004,0.00674232577668861,"Prox-Newton",1,87,TRUE,"PN stop modes reached: oracle_change",0.0591189861297607,28.8373150888705,1e-04,"case_oracle_change"
48,0.00279005824107379,0.00576783891476746,"Prox-Newton",1,92,TRUE,"PN stop modes reached: oracle_change",0.0626108646392822,28.5100645962152,1e-04,"case_oracle_change"
49,0.00238680346075426,0.00493419731537282,"Prox-Newton",1,96,TRUE,"PN stop modes reached: oracle_change",0.0645890235900879,28.2189614937812,1e-04,"case_oracle_change"
50,0.00204183220135076,0.00422104422588818,"Prox-Newton",1,99,TRUE,"PN stop modes reached: oracle_change",0.0680749416351318,27.9605556776269,1e-04,"case_oracle_change"
51,0.0017467205855129,0.00361096511106137,"Prox-Newton",1,100,TRUE,"PN stop modes reached: oracle_change",0.0806949138641357,27.7318139510778,1e-04,"case_oracle_change"
52,0.00149426226201944,0.00308906240624825,"Prox-Newton",1,100,TRUE,"PN stop modes reached: oracle_change",0.0683691501617432,27.5299750974637,1e-04,"case_oracle_change"
53,0.00127829243338299,0.00264259173273804,"Prox-Newton",1,101,TRUE,"PN stop modes reached: oracle_change",0.0699870586395264,27.3523251923802,1e-04,"case_oracle_change"
54,0.00109353731722829,0.0022606506918767,"Prox-Newton",1,103,TRUE,"PN stop modes reached: oracle_change",0.0717310905456543,27.1963155315888,1e-04,"case_oracle_change"
55,0.000935485365430906,0.00193391263863052,"Prox-Newton",1,103,TRUE,"PN stop modes reached: oracle_change",0.0722339153289795,27.059600780051,1e-04,"case_oracle_change"
56,0.000800277096307539,0.00165439893358759,"Prox-Newton",1,103,TRUE,"PN stop modes reached: oracle_change",0.106826066970825,26.9400656208982,1e-04,"case_oracle_change"
57,0.000684610849662435,0.00141528411200309,"Prox-Newton",1,104,TRUE,"PN stop modes reached: oracle_change",0.0697650909423828,26.8357713706227,1e-04,"case_oracle_change"
58,0.000585662163315752,0.00121072921229753,"Prox-Newton",1,105,TRUE,"PN stop modes reached: oracle_change",0.0720460414886475,26.74495971742,1e-04,"case_oracle_change"
59,0.000501014802363725,0.00103573919404487,"Prox-Newton",1,106,TRUE,"PN stop modes reached: oracle_change",0.0711989402770996,26.6660398935546,1e-04,"case_oracle_change"
60,0.000428601756969282,0.00088604096373046,"Prox-Newton",1,106,TRUE,"PN stop modes reached: oracle_change",0.0703690052032471,26.5975870023001,1e-04,"case_oracle_change"
1,4.28601756969282,8.86040963730461,"Prox-Gradient",100,NA,TRUE,"PG stop modes reached: oracle_change",0.0477771759033203,138.086023084596,1e-04,"case_oracle_change"
2,3.66654767904032,7.57979029781112,"Prox-Gradient",100,NA,TRUE,"PG stop modes reached: oracle_change",0.0502490997314453,138.031323371779,1e-04,"case_oracle_change"
3,3.13661147302283,6.4842623886032,"Prox-Gradient",100,NA,TRUE,"PG stop modes reached: oracle_change",0.0519649982452393,137.537996433983,1e-04,"case_oracle_change"
4,2.68326840230086,5.54707413691853,"Prox-Gradient",100,NA,TRUE,"PG stop modes reached: oracle_change",0.0516948699951172,136.310726991597,1e-04,"case_oracle_change"
5,2.29544825067144,4.74534027718437,"Prox-Gradient",100,NA,TRUE,"PG stop modes reached: oracle_change",0.0517799854278564,134.237639428237,1e-04,"case_oracle_change"
6,1.96368081068312,4.05948321411427,"Prox-Gradient",100,NA,TRUE,"PG stop modes reached: oracle_change",0.0499608516693115,131.372352578972,1e-04,"case_oracle_change"
