"outer_iter","inner_iters","inner_converged","path_index","lambda_gamma","lambda_Omega","solver_tol","case"
1,15,FALSE,1,4.28601756969282,8.86040963730461,1e-07,"case_norm_mode"
1,5,FALSE,2,3.66654767904032,7.57979029781112,1e-07,"case_norm_mode"
2,5,FALSE,2,3.66654767904032,7.57979029781112,1e-07,"case_norm_mode"
1,5,FALSE,3,3.13661147302283,6.4842623886032,1e-07,"case_norm_mode"
2,15,FALSE,3,3.13661147302283,6.4842623886032,1e-07,"case_norm_mode"
1,5,FALSE,4,2.68326840230086,5.54707413691853,1e-07,"case_norm_mode"
2,5,FALSE,4,2.68326840230086,5.54707413691853,1e-07,"case_norm_mode"
1,5,FALSE,5,2.29544825067144,4.74534027718437,1e-07,"case_norm_mode"
2,5,FALSE,5,2.29544825067144,4.74534027718437,1e-07,"case_norm_mode"
1,10,FALSE,6,1.96368081068312,4.05948321411427,1e-07,"case_norm_mode"
2,5,FALSE,6,1.96368081068312,4.05948321411427,1e-07,"case_norm_mode"
1,10,FALSE,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
2,5,FALSE,7,1.67986462997683,3.47275495603733,1e-07,"case_norm_mode"
1,5,FALSE,8,1.4370691813531,2.97082814451621,1e-07,"case_norm_mode"
2,10,FALSE,8,1.4370691813531,2.97082814451621,1e-07,"case_norm_mode"
1,5,FALSE,9,1.22936562574292,2.54144619357784,1e-07,"case_norm_mode"
2,5,FALSE,9,1.22936562574292,2.54144619357784,1e-07,"case_norm_mode"
1,5,FALSE,10,1.05168203547115,2.17412399528183,1e-07,"case_norm_mode"
2,5,FALSE,10,1.05168203547115,2.17412399528183,1e-07,"case_norm_mode"
1,5,FALSE,11,0.899679542499283,1.85989188313518,1e-07,"case_norm_mode"
2,5,FALSE,11,0.899679542499283,1.85989188313518,1e-07,"case_norm_mode"
1,5,FALSE,12,0.769646387302891,1.5910766011778,1e-07,"case_norm_mode"
2,5,FALSE,12,0.769646387302891,1.5910766011778,1e-07,"case_norm_mode"
1,5,FALSE,13,0.658407281155739,1.3611139302077,1e-07,"case_norm_mode"
2,5,FALSE,13,0.658407281155739,1.3611139302077,1e-07,"case_norm_mode"
1,5,FALSE,14,0.563245868531947,1.16438839565236,1e-07,"case_norm_mode"
2,5,FALSE,14,0.563245868531947,1.16438839565236,1e-07,"case_norm_mode"
1,5,FALSE,15,0.481838396230109,0.996096142901866,1e-07,"case_norm_mode"
2,5,FALSE,15,0.481838396230109,0.996096142901866,1e-07,"case_norm_mode"
1,5,FALSE,16,0.412196969481073,0.85212763164655,1e-07,"case_norm_mode"
2,5,FALSE,16,0.412196969481073,0.85212763164655,1e-07,"case_norm_mode"
1,5,FALSE,17,0.352621009406314,0.728967284724337,1e-07,"case_norm_mode"
2,5,FALSE,17,0.352621009406314,0.728967284724337,1e-07,"case_norm_mode"
1,5,FALSE,18,0.301655726463164,0.623607640995718,1e-07,"case_norm_mode"
2,5,FALSE,18,0.301655726463164,0.623607640995718,1e-07,"case_norm_mode"
1,5,FALSE,19,0.258056595837054,0.533475915939497,1e-07,"case_norm_mode"
2,5,FALSE,19,0.258056595837054,0.533475915939497,1e-07,"case_norm_mode"
1,5,FALSE,20,0.220758967302882,0.456371176647336,1e-07,"case_norm_mode"
2,5,FALSE,20,0.220758967302882,0.456371176647336,1e-07,"case_norm_mode"
1,5,FALSE,21,0.188852067456581,0.390410597088876,1e-07,"case_norm_mode"
2,5,FALSE,21,0.188852067456581,0.390410597088876,1e-07,"case_norm_mode"
1,5,FALSE,22,0.161556759475561,0.333983481251,1e-07,"case_norm_mode"
2,5,FALSE,22,0.161556759475561,0.333983481251,1e-07,"case_norm_mode"
1,5,FALSE,23,0.138206517322057,0.285711931439055,1e-07,"case_norm_mode"
2,5,FALSE,23,0.138206517322057,0.285711931439055,1e-07,"case_norm_mode"
1,5,FALSE,24,0.118231149797118,0.244417201296511,1e-07,"case_norm_mode"
2,5,FALSE,24,0.118231149797118,0.244417201296511,1e-07,"case_norm_mode"
1,5,FALSE,25,0.101142877001776,0.209090911915109,1e-07,"case_norm_mode"
2,5,FALSE,25,0.101142877001776,0.209090911915109,1e-07,"case_norm_mode"
1,5,FALSE,26,0.0865244192055192,0.178870428159656,1e-07,"case_norm_mode"
2,5,FALSE,26,0.0865244192055192,0.178870428159656,1e-07,"case_norm_mode"
1,5,FALSE,27,0.0740188072633227,0.153017793920229,1e-07,"case_norm_mode"
2,5,FALSE,27,0.0740188072633227,0.153017793920229,1e-07,"case_norm_mode"
1,5,FALSE,28,0.0633206657610876,0.130901711910223,1e-07,"case_norm_mode"
2,5,FALSE,28,0.0633206657610876,0.130901711910223,1e-07,"case_norm_mode"
1,5,FALSE,29,0.054168756032011,0.111982127973692,1e-07,"case_norm_mode"
2,5,FALSE,29,0.054168756032011,0.111982127973692,1e-07,"case_norm_mode"
1,5,FALSE,30,0.0463395969512803,0.0957970434650741,1e-07,"case_norm_mode"
