"omega_stop_mode","sub_stop_mode","omega_stop_metric","inner_iter","path_index","lambda_gamma","lambda_Omega","solver_tol"
"duality_gap","residual_plus_proxy",0,96.5841995841996,39,0.0113705837300447,0.0235062101415248,1e-05
"duality_gap","residual_plus_proxy",0,102.342105263158,40,0.00972716203487634,0.0201087930312938,1e-05
"duality_gap","residual_plus_proxy",0.00211265393221543,132.825561312608,41,0.00832126859087539,0.0172024139468184,1e-05
"duality_gap","residual_plus_proxy",0.00124640875822461,96.4752066115702,42,0.0071185727875427,0.0147161018136279,1e-05
"duality_gap","residual_plus_proxy",0.00130314143565776,106.764705882353,43,0.00608970591180167,0.0125891432015631,1e-05
"duality_gap","residual_plus_proxy",0.00119212000231301,106.962352941176,44,0.00520954399133618,0.0107695997592715,1e-05
"duality_gap","residual_plus_proxy",0,139.517857142857,45,0.00445659429055048,0.00921303992796748,1e-05
"duality_gap","residual_plus_proxy",0,151.775092936803,46,0.0038124704779531,0.00788145396408534,1e-05
"duality_gap","residual_plus_proxy",0,113.155902004454,47,0.00326144364904004,0.00674232577668861,1e-05
"duality_gap","residual_plus_proxy",0,102.145363408521,48,0.00279005824107379,0.00576783891476746,1e-05
"duality_gap","residual_plus_proxy",0,96.0246575342466,49,0.00238680346075426,0.00493419731537282,1e-05
"duality_gap","residual_plus_proxy",0,97.545197740113,50,0.00204183220135076,0.00422104422588818,1e-05
"duality_gap","residual_plus_proxy",0,101.959239130435,51,0.0017467205855129,0.00361096511106137,1e-05
"duality_gap","residual_plus_proxy",0,109.213075060533,52,0.00149426226201944,0.00308906240624825,1e-05
"duality_gap","residual_plus_proxy",0,108.890025575447,53,0.00127829243338299,0.00264259173273804,1e-05
"duality_gap","residual_plus_proxy",0,110.958563535912,54,0.00109353731722829,0.0022606506918767,1e-05
"duality_gap","residual_plus_proxy",0,144.46386946387,55,0.000935485365430906,0.00193391263863052,1e-05
"duality_gap","residual_plus_proxy",0,147.447552447552,56,0.000800277096307539,0.00165439893358759,1e-05
"duality_gap","residual_plus_proxy",0,93.2161383285303,57,0.000684610849662435,0.00141528411200309,1e-05
"duality_gap","residual_plus_proxy",0,94.3445378151261,58,0.000585662163315752,0.00121072921229753,1e-05
"duality_gap","residual_plus_proxy",0,88.1470588235294,59,0.000501014802363725,0.00103573919404487,1e-05
"duality_gap","residual_plus_proxy",0,96.6605263157894,60,0.000428601756969282,0.00088604096373046,1e-05
